,n_estimaters,depth,accuracy,f1,dimensions
0,250,16,0.4106666666666667,0.3142054370003411,30
0,100,18,0.38133333333333336,0.2531946509251901,30
0,150,18,0.37733333333333335,0.27616594054919913,30
0,200,18,0.36,0.22256139254884139,30
0,250,18,0.4106666666666667,0.3142054370003411,30
0,100,20,0.38133333333333336,0.2531946509251901,30
0,150,20,0.37733333333333335,0.27616594054919913,30
0,200,20,0.36,0.22256139254884139,30
0,250,20,0.4106666666666667,0.3142054370003411,30
0,100,22,0.38133333333333336,0.2531946509251901,30
0,150,22,0.37733333333333335,0.27616594054919913,30
0,200,22,0.36,0.22256139254884139,30
0,250,22,0.4106666666666667,0.3142054370003411,30
0,100,24,0.38133333333333336,0.2531946509251901,30
0,150,24,0.37733333333333335,0.27616594054919913,30
0,200,24,0.36,0.22256139254884139,30
0,250,24,0.4106666666666667,0.3142054370003411,30
0,100,26,0.38133333333333336,0.2531946509251901,30
0,150,26,0.37733333333333335,0.27616594054919913,30
0,200,26,0.36,0.22256139254884139,30
0,250,26,0.4106666666666667,0.3142054370003411,30
0,100,28,0.38133333333333336,0.2531946509251901,30
0,150,28,0.37733333333333335,0.27616594054919913,30
0,200,28,0.36,0.22256139254884139,30
0,250,28,0.4106666666666667,0.3142054370003411,30
0,100,2,0.3473333333333333,0.2402437045327364,300
0,150,2,0.36466666666666664,0.27808479418813387,300
0,200,2,0.3473333333333333,0.2402437045327364,300
0,250,2,0.33266666666666667,0.2183923746960988,300
0,100,4,0.36333333333333334,0.2866058887579835,300
0,150,4,0.36466666666666664,0.27808479418813387,300
0,200,4,0.36466666666666664,0.27808479418813387,300
0,250,4,0.36466666666666664,0.27808479418813387,300
0,100,6,0.29533333333333334,0.1566765813174699,300
0,150,6,0.31266666666666665,0.19147762966338788,300
0,200,6,0.29533333333333334,0.1566765813174699,300
0,250,6,0.31466666666666665,0.19466776402517438,300
0,100,8,0.31266666666666665,0.19147762966338788,300
0,150,8,0.332,0.22609215713772826,300
0,200,8,0.31466666666666665,0.19466776402517438,300
0,250,8,0.31466666666666665,0.19466776402517438,300
0,100,10,0.29533333333333334,0.1566765813174699,300
0,150,10,0.29533333333333334,0.1566765813174699,300
0,200,10,0.31466666666666665,0.19466776402517438,300
0,250,10,0.31466666666666665,0.19466776402517438,300
0,100,12,0.29533333333333334,0.1566765813174699,300
0,150,12,0.29533333333333334,0.1566765813174699,300
0,200,12,0.31466666666666665,0.19466776402517438,300
0,250,12,0.31466666666666665,0.19466776402517438,300
0,100,14,0.29533333333333334,0.1566765813174699,300
0,150,14,0.29533333333333334,0.1566765813174699,300
0,200,14,0.31466666666666665,0.19466776402517438,300
0,250,14,0.31466666666666665,0.19466776402517438,300
0,100,16,0.29533333333333334,0.1566765813174699,300
0,150,16,0.29533333333333334,0.1566765813174699,300
0,200,16,0.31466666666666665,0.19466776402517438,300
0,250,16,0.31466666666666665,0.19466776402517438,300
0,100,18,0.29533333333333334,0.1566765813174699,300
0,150,18,0.29533333333333334,0.1566765813174699,300
0,200,18,0.31466666666666665,0.19466776402517438,300
0,250,18,0.31466666666666665,0.19466776402517438,300
0,100,20,0.29533333333333334,0.1566765813174699,300
0,150,20,0.29533333333333334,0.1566765813174699,300
0,200,20,0.31466666666666665,0.19466776402517438,300
0,250,20,0.31466666666666665,0.19466776402517438,300
0,100,22,0.29533333333333334,0.1566765813174699,300
0,150,22,0.29533333333333334,0.1566765813174699,300
0,200,22,0.31466666666666665,0.19466776402517438,300
0,250,22,0.31466666666666665,0.19466776402517438,300
0,100,24,0.29533333333333334,0.1566765813174699,300
0,150,24,0.29533333333333334,0.1566765813174699,300
0,200,24,0.31466666666666665,0.19466776402517438,300
0,250,24,0.31466666666666665,0.19466776402517438,300
0,100,26,0.29533333333333334,0.1566765813174699,300
0,150,26,0.29533333333333334,0.1566765813174699,300
0,200,26,0.31466666666666665,0.19466776402517438,300
0,250,26,0.31466666666666665,0.19466776402517438,300
0,100,28,0.29533333333333334,0.1566765813174699,300
0,150,28,0.29533333333333334,0.1566765813174699,300
0,200,28,0.31466666666666665,0.19466776402517438,300
0,250,28,0.31466666666666665,0.19466776402517438,300
0,100,2,0.388,0.3397341683089715,350
0,150,2,0.388,0.3397341683089715,350
0,200,2,0.4086666666666667,0.37218642336356544,350
0,250,2,0.426,0.39604078626829836,350
0,100,4,0.37066666666666664,0.2940597049149574,350
0,150,4,0.3333333333333333,0.24231744524959103,350
0,200,4,0.3353333333333333,0.2446473495036455,350
0,250,4,0.3353333333333333,0.2446473495036455,350
0,100,6,0.388,0.3221319848962667,350
0,150,6,0.316,0.21459705827379466,350
0,200,6,0.316,0.21459705827379466,350
0,250,6,0.2966666666666667,0.18053580765804644,350
0,100,8,0.3353333333333333,0.2446473495036455,350
0,150,8,0.2966666666666667,0.18053580765804644,350
0,200,8,0.31,0.1863300850493412,350
0,250,8,0.2966666666666667,0.18053580765804644,350
0,100,10,0.316,0.21514842616037186,350
0,150,10,0.2966666666666667,0.18053580765804644,350
0,200,10,0.2966666666666667,0.18053580765804644,350
0,250,10,0.2966666666666667,0.18053580765804644,350
0,100,12,0.3353333333333333,0.2460434765362001,350
0,150,12,0.2966666666666667,0.18053580765804644,350
0,200,12,0.2966666666666667,0.18053580765804644,350
0,250,12,0.2966666666666667,0.18053580765804644,350
0,100,14,0.3353333333333333,0.2460434765362001,350
0,150,14,0.2966666666666667,0.18053580765804644,350
0,200,14,0.2966666666666667,0.18053580765804644,350
0,250,14,0.2966666666666667,0.18053580765804644,350
0,100,16,0.3353333333333333,0.2460434765362001,350
0,150,16,0.2966666666666667,0.18053580765804644,350
0,200,16,0.2966666666666667,0.18053580765804644,350
0,250,16,0.2966666666666667,0.18053580765804644,350
0,100,18,0.3353333333333333,0.2460434765362001,350
0,150,18,0.2966666666666667,0.18053580765804644,350
0,200,18,0.2966666666666667,0.18053580765804644,350
0,250,18,0.2966666666666667,0.18053580765804644,350
0,100,20,0.3353333333333333,0.2460434765362001,350
0,150,20,0.2966666666666667,0.18053580765804644,350
0,200,20,0.2966666666666667,0.18053580765804644,350
0,250,20,0.2966666666666667,0.18053580765804644,350
0,100,22,0.3353333333333333,0.2460434765362001,350
0,150,22,0.2966666666666667,0.18053580765804644,350
0,200,22,0.2966666666666667,0.18053580765804644,350
0,250,22,0.2966666666666667,0.18053580765804644,350
0,100,24,0.3353333333333333,0.2460434765362001,350
0,150,24,0.2966666666666667,0.18053580765804644,350
0,200,24,0.2966666666666667,0.18053580765804644,350
0,250,24,0.2966666666666667,0.18053580765804644,350
0,100,26,0.3353333333333333,0.2460434765362001,350
0,150,26,0.2966666666666667,0.18053580765804644,350
0,200,26,0.2966666666666667,0.18053580765804644,350
0,250,26,0.2966666666666667,0.18053580765804644,350
0,100,28,0.3353333333333333,0.2460434765362001,350
0,150,28,0.2966666666666667,0.18053580765804644,350
0,200,28,0.2966666666666667,0.18053580765804644,350
0,250,28,0.2966666666666667,0.18053580765804644,350
0,100,2,0.38266666666666665,0.30948075169897304,400
0,150,2,0.35133333333333333,0.2696267497590875,400
0,200,2,0.392,0.3553943476199331,400
0,250,2,0.534,0.5258112328921963,400
0,100,4,0.36466666666666664,0.27808479418813387,400
0,150,4,0.3466666666666667,0.25067465249470255,400
0,200,4,0.3466666666666667,0.25067465249470255,400
0,250,4,0.3466666666666667,0.25067465249470255,400
0,100,6,0.3466666666666667,0.25067465249470255,400
0,150,6,0.3466666666666667,0.25067465249470255,400
0,200,6,0.3466666666666667,0.25067465249470255,400
0,250,6,0.3466666666666667,0.25067465249470255,400
0,100,8,0.3333333333333333,0.24291099780656517,400
0,150,8,0.3333333333333333,0.24291099780656517,400
0,200,8,0.3466666666666667,0.25067465249470255,400
0,250,8,0.3466666666666667,0.25067465249470255,400
0,100,10,0.3333333333333333,0.24291099780656517,400
0,150,10,0.3333333333333333,0.24291099780656517,400
0,200,10,0.3466666666666667,0.25067465249470255,400
0,250,10,0.3466666666666667,0.25067465249470255,400
0,100,12,0.3333333333333333,0.24291099780656517,400
0,150,12,0.3333333333333333,0.24291099780656517,400
0,200,12,0.3466666666666667,0.25067465249470255,400
0,250,12,0.3466666666666667,0.25067465249470255,400
0,100,14,0.3333333333333333,0.24291099780656517,400
0,150,14,0.3333333333333333,0.24291099780656517,400
0,200,14,0.3466666666666667,0.25067465249470255,400
0,250,14,0.3466666666666667,0.25067465249470255,400
0,100,16,0.3333333333333333,0.24291099780656517,400
0,150,16,0.3333333333333333,0.24291099780656517,400
0,200,16,0.3466666666666667,0.25067465249470255,400
0,250,16,0.3466666666666667,0.25067465249470255,400
0,100,18,0.3333333333333333,0.24291099780656517,400
0,150,18,0.3333333333333333,0.24291099780656517,400
0,200,18,0.3466666666666667,0.25067465249470255,400
0,250,18,0.3466666666666667,0.25067465249470255,400
0,100,20,0.3333333333333333,0.24291099780656517,400
0,150,20,0.3333333333333333,0.24291099780656517,400
0,200,20,0.3466666666666667,0.25067465249470255,400
0,250,20,0.3466666666666667,0.25067465249470255,400
0,100,22,0.3333333333333333,0.24291099780656517,400
0,150,22,0.3333333333333333,0.24291099780656517,400
0,200,22,0.3466666666666667,0.25067465249470255,400
0,250,22,0.3466666666666667,0.25067465249470255,400
0,100,24,0.3333333333333333,0.24291099780656517,400
0,150,24,0.3333333333333333,0.24291099780656517,400
0,200,24,0.3466666666666667,0.25067465249470255,400
0,250,24,0.3466666666666667,0.25067465249470255,400
0,100,26,0.3333333333333333,0.24291099780656517,400
0,150,26,0.3333333333333333,0.24291099780656517,400
0,200,26,0.3466666666666667,0.25067465249470255,400
0,250,26,0.3466666666666667,0.25067465249470255,400
0,100,28,0.3333333333333333,0.24291099780656517,400
0,150,28,0.3333333333333333,0.24291099780656517,400
0,200,28,0.3466666666666667,0.25067465249470255,400
0,250,28,0.3466666666666667,0.25067465249470255,400
0,100,2,0.37066666666666664,0.2965756452151499,450
0,150,2,0.30133333333333334,0.19053677862183818,450
0,200,2,0.3393333333333333,0.27265906772446724,450
0,250,2,0.44866666666666666,0.422887300022702,450
0,100,4,0.29133333333333333,0.19719165272338743,450
0,150,4,0.25866666666666666,0.1593282377864077,450
0,200,4,0.32866666666666666,0.25242274367657114,450
0,250,4,0.42733333333333334,0.360252099803616,450
0,100,6,0.32866666666666666,0.25941381120893764,450
0,150,6,0.262,0.1777629097440503,450
0,200,6,0.262,0.1778950696809464,450
0,250,6,0.31533333333333335,0.24976358210881172,450
0,100,8,0.2966666666666667,0.19609240467404676,450
0,150,8,0.29333333333333333,0.2138826730692277,450
0,200,8,0.2826666666666667,0.2035624740142028,450
0,250,8,0.31466666666666665,0.2460216160310278,450
0,100,10,0.29333333333333333,0.17559801161338348,450
0,150,10,0.2773333333333333,0.20440908729590945,450
0,200,10,0.2826666666666667,0.20269421538423693,450
0,250,10,0.35133333333333333,0.2789558232931727,450
0,100,12,0.29333333333333333,0.17559801161338348,450
0,150,12,0.296,0.22410435130412815,450
0,200,12,0.29333333333333333,0.21503077594770567,450
0,250,12,0.33666666666666667,0.26831002212913374,450
0,100,14,0.29333333333333333,0.17559801161338348,450
0,150,14,0.296,0.22410435130412815,450
0,200,14,0.29333333333333333,0.21503077594770567,450
0,250,14,0.33666666666666667,0.26831002212913374,450
0,100,16,0.29333333333333333,0.17559801161338348,450
0,150,16,0.296,0.22410435130412815,450
0,200,16,0.29333333333333333,0.21503077594770567,450
0,250,16,0.33666666666666667,0.26831002212913374,450
0,100,18,0.29333333333333333,0.17559801161338348,450
0,150,18,0.296,0.22410435130412815,450
0,200,18,0.29333333333333333,0.21503077594770567,450
0,250,18,0.33666666666666667,0.26831002212913374,450
0,100,20,0.29333333333333333,0.17559801161338348,450
0,150,20,0.296,0.22410435130412815,450
0,200,20,0.29333333333333333,0.21503077594770567,450
0,250,20,0.33666666666666667,0.26831002212913374,450
0,100,22,0.29333333333333333,0.17559801161338348,450
0,150,22,0.296,0.22410435130412815,450
0,200,22,0.29333333333333333,0.21503077594770567,450
0,250,22,0.33666666666666667,0.26831002212913374,450
0,100,24,0.29333333333333333,0.17559801161338348,450
0,150,24,0.296,0.22410435130412815,450
0,200,24,0.29333333333333333,0.21503077594770567,450
0,250,24,0.33666666666666667,0.26831002212913374,450
0,100,26,0.29333333333333333,0.17559801161338348,450
0,150,26,0.296,0.22410435130412815,450
0,200,26,0.29333333333333333,0.21503077594770567,450
0,250,26,0.33666666666666667,0.26831002212913374,450
0,100,28,0.29333333333333333,0.17559801161338348,450
0,150,28,0.296,0.22410435130412815,450
0,200,28,0.29333333333333333,0.21503077594770567,450
0,250,28,0.33666666666666667,0.26831002212913374,450
0,100,2,0.384,0.24199284317250938,50
0,150,2,0.4186666666666667,0.28312828788689404,50
0,200,2,0.4186666666666667,0.28312828788689404,50
0,250,2,0.4013333333333333,0.2507604391694411,50
