n_estimaters,depth,accuracy,f1,num_topics
200,24,0.557333333,0.543574404,18
200,26,0.557333333,0.543574404,18
200,28,0.557333333,0.543574404,18
150,16,0.557333333,0.549992723,25
250,14,0.557333333,0.550639674,26
150,14,0.556666667,0.543240644,17
150,16,0.556666667,0.543242228,17
150,18,0.556666667,0.543242228,17
150,20,0.556666667,0.543242228,17
150,22,0.556666667,0.543242228,17
150,24,0.556666667,0.543242228,17
150,26,0.556666667,0.543242228,17
150,28,0.556666667,0.543242228,17
150,8,0.556,0.526287837,18
200,8,0.556,0.526287837,18
250,8,0.556,0.526200086,18
100,10,0.556,0.541941868,20
100,2,0.556,0.508255231,23
100,8,0.556,0.546640405,28
200,4,0.555333333,0.535491632,16
100,8,0.555333333,0.524268229,18
150,16,0.555333333,0.541745358,18
150,18,0.555333333,0.541745358,18
150,20,0.555333333,0.541745358,18
150,22,0.555333333,0.541745358,18
150,24,0.555333333,0.541745358,18
150,26,0.555333333,0.541745358,18
150,28,0.555333333,0.541745358,18
100,8,0.555333333,0.543600395,25
150,8,0.555333333,0.543600395,25
200,8,0.555333333,0.543600395,25
250,8,0.555333333,0.543600395,25
100,2,0.554,0.521300411,17
150,2,0.554,0.521300411,17
200,2,0.554,0.521300411,17
250,2,0.554,0.521300411,17
200,16,0.554,0.54110756,17
200,18,0.554,0.541122629,17
200,20,0.554,0.541122629,17
200,22,0.554,0.541122629,17
200,24,0.554,0.541122629,17
200,26,0.554,0.541122629,17
200,28,0.554,0.541122629,17
100,8,0.554,0.526206071,22
250,4,0.553333333,0.536339697,5
200,6,0.553333333,0.531810848,20
250,8,0.553333333,0.531445612,20
250,4,0.552666667,0.507950558,13
150,6,0.552666667,0.530825516,20
250,18,0.552666667,0.545775745,25
200,6,0.550666667,0.531326013,16
100,10,0.55,0.529832211,16
200,12,0.55,0.527800526,16
250,12,0.55,0.528288789,16
100,14,0.55,0.530031476,16
150,14,0.55,0.529628898,16
200,14,0.55,0.528288789,16
100,16,0.55,0.530031476,16
150,16,0.55,0.529628898,16
200,16,0.55,0.529010525,16
100,18,0.55,0.530031476,16
150,18,0.55,0.529855242,16
200,18,0.55,0.529628898,16
250,18,0.55,0.529628898,16
100,20,0.55,0.530031476,16
150,20,0.55,0.529855242,16
200,20,0.55,0.529628898,16
250,20,0.55,0.529628898,16
100,22,0.55,0.530031476,16
150,22,0.55,0.529855242,16
200,22,0.55,0.529628898,16
250,22,0.55,0.529628898,16
100,24,0.55,0.530031476,16
150,24,0.55,0.529855242,16
200,24,0.55,0.529628898,16
250,24,0.55,0.529628898,16
100,26,0.55,0.530031476,16
150,26,0.55,0.529855242,16
200,26,0.55,0.529628898,16
250,26,0.55,0.529628898,16
100,28,0.55,0.530031476,16
150,28,0.55,0.529855242,16
200,28,0.55,0.529628898,16
250,28,0.55,0.529628898,16
150,10,0.55,0.542268178,25
150,12,0.549333333,0.527803599,16
250,12,0.548666667,0.517953251,12
100,14,0.548666667,0.529919655,12
150,6,0.548666667,0.529561867,16
100,4,0.548,0.516313359,11
150,4,0.548,0.516313359,11
250,4,0.548,0.516313359,11
100,2,0.548,0.530129632,16
150,12,0.548,0.516284897,19
200,4,0.546666667,0.516018866,18
250,4,0.546666667,0.516018866,18
150,14,0.546666667,0.538361069,18
100,6,0.546666667,0.534799033,25
150,6,0.546666667,0.526869489,25
100,12,0.546,0.534394684,25
200,14,0.546,0.539105618,25
150,8,0.545333333,0.524257977,16
250,8,0.545333333,0.524257977,16
200,10,0.544666667,0.537278858,25
200,12,0.544,0.523189472,11
200,14,0.544,0.523189472,11
200,16,0.544,0.523189472,11
200,18,0.544,0.523189472,11
200,20,0.544,0.523189472,11
200,22,0.544,0.523189472,11
200,24,0.544,0.523189472,11
200,26,0.544,0.523189472,11
200,28,0.544,0.523189472,11
200,6,0.543333333,0.503871457,8
200,10,0.543333333,0.520609832,11
250,10,0.543333333,0.521637739,11
250,12,0.543333333,0.519907285,19
200,10,0.542666667,0.502798016,6
100,2,0.542666667,0.495923653,10
200,2,0.542666667,0.495923653,10
150,2,0.542666667,0.512364556,18
200,2,0.542666667,0.512364556,18
250,2,0.542666667,0.512364556,18
100,8,0.540666667,0.52250833,11
100,4,0.540666667,0.49491099,12
150,4,0.540666667,0.49491099,12
200,12,0.537333333,0.534885457,7
200,14,0.537333333,0.532061337,7
200,16,0.537333333,0.532061337,7
200,18,0.537333333,0.532061337,7
200,20,0.537333333,0.532061337,7
200,22,0.537333333,0.532061337,7
200,24,0.537333333,0.532061337,7
200,26,0.537333333,0.532061337,7
200,28,0.537333333,0.532061337,7
200,4,0.536666667,0.493392483,13
150,4,0.536,0.510429963,5
100,8,0.536,0.504617707,12
250,14,0.536,0.506205152,13
250,16,0.536,0.506205152,13
250,18,0.536,0.506205152,13
250,20,0.536,0.506205152,13
250,22,0.536,0.506205152,13
250,24,0.536,0.506205152,13
250,26,0.536,0.506205152,13
250,28,0.536,0.506205152,13
150,12,0.536,0.524653382,25
150,10,0.535333333,0.505636405,13
250,10,0.535333333,0.505636405,13
250,12,0.535333333,0.505562374,13
250,12,0.535333333,0.524448314,25
250,6,0.534666667,0.517165317,16
100,6,0.534666667,0.500996119,19
200,8,0.534,0.51457116,16
100,12,0.534,0.517207396,18
100,2,0.533333333,0.521360958,5
100,10,0.533333333,0.534008946,7
100,12,0.533333333,0.51537198,16
200,6,0.531333333,0.470909409,6
100,6,0.531333333,0.513982215,16
200,4,0.530666667,0.502789298,11
200,6,0.529333333,0.51158504,25
250,6,0.529333333,0.510556102,25
150,14,0.528666667,0.507940189,19
200,14,0.528666667,0.507940189,19
250,10,0.528,0.48964432,6
200,12,0.528,0.497755808,19
250,14,0.528,0.507264492,19
150,10,0.527333333,0.491675745,6
100,2,0.527333333,0.499300954,18
100,4,0.527333333,0.498546153,18
150,4,0.527333333,0.498546153,18
250,14,0.527333333,0.521217616,25
200,4,0.526666667,0.483191596,12
250,4,0.526666667,0.483191596,12
150,2,0.526,0.480672698,10
250,2,0.526,0.480672698,10
150,10,0.525333333,0.516435837,7
100,4,0.525333333,0.493082794,10
200,4,0.525333333,0.482362587,10
250,4,0.525333333,0.482362587,10
250,12,0.525333333,0.505403078,11
250,14,0.525333333,0.505403078,11
250,16,0.525333333,0.505403078,11
250,18,0.525333333,0.505403078,11
250,20,0.525333333,0.505403078,11
250,22,0.525333333,0.505403078,11
250,24,0.525333333,0.505403078,11
250,26,0.525333333,0.505403078,11
250,28,0.525333333,0.505403078,11
100,10,0.525333333,0.497025988,12
100,6,0.525333333,0.496975404,13
150,6,0.525333333,0.49705674,13
200,6,0.525333333,0.496975404,13
250,6,0.525333333,0.496975404,13
100,8,0.525333333,0.508359583,16
250,12,0.524666667,0.519241077,7
100,12,0.524,0.469978602,8
100,14,0.524,0.469978602,8
100,16,0.524,0.469978602,8
100,18,0.524,0.469978602,8
100,20,0.524,0.469978602,8
100,22,0.524,0.469978602,8
100,24,0.524,0.469978602,8
100,26,0.524,0.469978602,8
100,28,0.524,0.469978602,8
100,8,0.523333333,0.483443083,13
200,12,0.522666667,0.512894363,25
150,20,0.521333333,0.509691819,3
150,22,0.521333333,0.509691819,3
150,24,0.521333333,0.509691819,3
150,26,0.521333333,0.509691819,3
150,28,0.521333333,0.509691819,3
150,8,0.521333333,0.516495816,7
150,16,0.520666667,0.519307315,7
150,18,0.520666667,0.519307315,7
150,20,0.520666667,0.519307315,7
150,22,0.520666667,0.519307315,7
150,24,0.520666667,0.519307315,7
150,26,0.520666667,0.519307315,7
150,28,0.520666667,0.519307315,7
150,8,0.520666667,0.490124224,13
200,14,0.520666667,0.491314038,13
200,16,0.520666667,0.491314038,13
200,18,0.520666667,0.491314038,13
200,20,0.520666667,0.491314038,13
200,22,0.520666667,0.491314038,13
200,24,0.520666667,0.491314038,13
200,26,0.520666667,0.491314038,13
200,28,0.520666667,0.491314038,13
100,18,0.520666667,0.501100881,19
100,20,0.520666667,0.501100881,19
100,22,0.520666667,0.501100881,19
100,24,0.520666667,0.501100881,19
100,26,0.520666667,0.501100881,19
100,28,0.520666667,0.501100881,19
150,2,0.52,0.474094035,13
200,2,0.52,0.474094035,13
250,2,0.52,0.474094035,13
200,10,0.52,0.490727985,13
200,12,0.52,0.490661268,13
100,4,0.52,0.475241567,19
100,16,0.519333333,0.484306004,13
100,18,0.519333333,0.484306004,13
100,20,0.519333333,0.484306004,13
100,22,0.519333333,0.484306004,13
100,24,0.519333333,0.484306004,13
100,26,0.519333333,0.484306004,13
100,28,0.519333333,0.484306004,13
200,4,0.518666667,0.492742044,5
100,4,0.518666667,0.522593766,7
100,8,0.518666667,0.518761768,7
150,12,0.518666667,0.516938362,7
100,8,0.518666667,0.500364136,10
150,4,0.517333333,0.52196045,7
100,2,0.517333333,0.474079877,13
150,6,0.517333333,0.471777543,19
200,6,0.517333333,0.472541725,19
150,14,0.516666667,0.485087608,6
200,8,0.516,0.494138533,10
150,6,0.514,0.464528358,6
150,8,0.512666667,0.459892546,6
250,14,0.512666667,0.502623063,7
250,16,0.512666667,0.502623063,7
250,18,0.512666667,0.502623063,7
250,20,0.512666667,0.502623063,7
250,22,0.512666667,0.502623063,7
250,24,0.512666667,0.502623063,7
250,26,0.512666667,0.502623063,7
250,28,0.512666667,0.502623063,7
200,8,0.511333333,0.462718642,6
250,8,0.511333333,0.458731784,6
150,6,0.510666667,0.493318694,11
250,8,0.510666667,0.483841522,12
250,18,0.510666667,0.492651597,19
250,20,0.510666667,0.492651597,19
250,22,0.510666667,0.492651597,19
250,24,0.510666667,0.492651597,19
250,26,0.510666667,0.492651597,19
250,28,0.510666667,0.492651597,19
150,6,0.51,0.474029946,8
150,10,0.51,0.456825076,8
150,12,0.51,0.456623922,8
150,14,0.51,0.456623922,8
150,16,0.51,0.456623922,8
150,18,0.51,0.456623922,8
150,20,0.51,0.456623922,8
150,22,0.51,0.456623922,8
150,24,0.51,0.456623922,8
150,26,0.51,0.456623922,8
150,28,0.51,0.456623922,8
150,4,0.51,0.468942378,19
150,8,0.51,0.494190628,19
100,8,0.509333333,0.472871436,6
100,10,0.509333333,0.483205405,6
200,8,0.509333333,0.50195947,7
250,8,0.509333333,0.500966199,7
200,10,0.509333333,0.500966199,7
250,10,0.509333333,0.500966199,7
100,8,0.509333333,0.493587476,19
250,6,0.508,0.459898781,8
150,16,0.508,0.490483896,19
150,18,0.508,0.490483896,19
150,20,0.508,0.490483896,19
150,22,0.508,0.490483896,19
150,24,0.508,0.490483896,19
150,26,0.508,0.490483896,19
150,28,0.508,0.490483896,19
150,4,0.507333333,0.466172485,10
100,6,0.507333333,0.490495162,11
100,6,0.507333333,0.466009538,12
150,6,0.507333333,0.466009538,12
250,6,0.507333333,0.464105959,12
150,8,0.507333333,0.478555231,12
100,12,0.507333333,0.490755014,19
200,18,0.507333333,0.489822597,19
200,20,0.507333333,0.489822597,19
200,22,0.507333333,0.489822597,19
200,24,0.507333333,0.489822597,19
200,26,0.507333333,0.489822597,19
200,28,0.507333333,0.489822597,19
200,4,0.506666667,0.507960388,7
150,14,0.506,0.501612347,7
200,8,0.506,0.466957371,13
250,8,0.506,0.466957371,13
250,6,0.506,0.466343907,19
150,10,0.506,0.489096992,19
100,10,0.505333333,0.487606587,19
200,10,0.505333333,0.487676706,19
250,10,0.505333333,0.487660271,19
200,12,0.504666667,0.481562211,6
250,12,0.504666667,0.481562211,6
200,14,0.504666667,0.481562211,6
250,14,0.504666667,0.481562211,6
200,16,0.504666667,0.485067189,6
250,16,0.504666667,0.481562211,6
200,18,0.504666667,0.485067189,6
250,18,0.504666667,0.481562211,6
200,20,0.504666667,0.485067189,6
250,20,0.504666667,0.481562211,6
200,22,0.504666667,0.485067189,6
250,22,0.504666667,0.481562211,6
200,24,0.504666667,0.485067189,6
250,24,0.504666667,0.481562211,6
200,26,0.504666667,0.485067189,6
250,26,0.504666667,0.481562211,6
200,28,0.504666667,0.485067189,6
250,28,0.504666667,0.481562211,6
150,8,0.504666667,0.488466744,11
200,8,0.504666667,0.478814206,11
250,8,0.504666667,0.488466744,11
200,2,0.504,0.464326356,9
100,16,0.503333333,0.486418833,19
150,14,0.502666667,0.486450322,3
150,16,0.502666667,0.486450322,3
250,4,0.502666667,0.503351595,7
100,8,0.502666667,0.464604962,8
250,10,0.502666667,0.44918796,8
150,2,0.502666667,0.46317925,9
250,2,0.502666667,0.46317925,9
150,14,0.502666667,0.47534691,13
150,16,0.502666667,0.47534691,13
150,18,0.502666667,0.47534691,13
150,20,0.502666667,0.47534691,13
150,22,0.502666667,0.47534691,13
150,24,0.502666667,0.47534691,13
150,26,0.502666667,0.47534691,13
150,28,0.502666667,0.47534691,13
200,8,0.502,0.448593151,8
150,8,0.502,0.483995004,10
250,4,0.502,0.460129227,19
100,6,0.501333333,0.499383829,7
200,8,0.501333333,0.473863464,12
200,4,0.5,0.460111365,19
100,6,0.499333333,0.470945962,4
250,6,0.499333333,0.450849787,6
200,10,0.498,0.445577696,8
200,12,0.498,0.445577696,8
200,14,0.498,0.445577696,8
200,16,0.498,0.445577696,8
200,18,0.498,0.445577696,8
200,20,0.498,0.445577696,8
200,22,0.498,0.445577696,8
200,24,0.498,0.445577696,8
200,26,0.498,0.445577696,8
200,28,0.498,0.445577696,8
250,8,0.497333333,0.480528805,10
200,8,0.496666667,0.483335477,5
150,2,0.496666667,0.415340289,8
250,14,0.496,0.480975825,10
250,16,0.496,0.480975825,10
250,18,0.496,0.480975825,10
250,20,0.496,0.480975825,10
250,22,0.496,0.480975825,10
250,24,0.496,0.480975825,10
250,26,0.496,0.480975825,10
250,28,0.496,0.480975825,10
100,6,0.495333333,0.491538502,5
100,6,0.495333333,0.461705919,8
100,8,0.494,0.483858177,5
200,8,0.494,0.472309515,19
250,8,0.494,0.472309515,19
100,12,0.493333333,0.492912113,7
100,14,0.493333333,0.492912113,7
100,16,0.493333333,0.492912113,7
100,18,0.493333333,0.492912113,7
100,20,0.493333333,0.492912113,7
100,22,0.493333333,0.492912113,7
100,24,0.493333333,0.492912113,7
100,26,0.493333333,0.492912113,7
100,28,0.493333333,0.492912113,7
150,12,0.492666667,0.448291839,6
150,16,0.492666667,0.452049922,6
150,18,0.492666667,0.452049922,6
150,20,0.492666667,0.452049922,6
150,22,0.492666667,0.452049922,6
150,24,0.492666667,0.452049922,6
150,26,0.492666667,0.452049922,6
150,28,0.492666667,0.452049922,6
150,2,0.492,0.424179176,6
200,2,0.492,0.424179176,6
250,2,0.492,0.424179176,6
150,4,0.492,0.439735815,8
250,6,0.492,0.480382555,11
150,6,0.490666667,0.48545645,5
100,12,0.49,0.470557145,6
100,14,0.49,0.470557145,6
250,8,0.49,0.438532154,8
200,6,0.49,0.450193616,12
100,14,0.49,0.474996032,19
200,16,0.49,0.474996032,19
250,16,0.49,0.474996032,19
100,10,0.489333333,0.441211774,8
200,6,0.489333333,0.469415266,11
150,8,0.488666667,0.438650845,8
100,14,0.488666667,0.458259711,13
100,4,0.487333333,0.467209989,5
250,6,0.487333333,0.482648145,7
100,6,0.487333333,0.454136436,10
200,10,0.486666667,0.472019198,10
200,2,0.486,0.405871496,8
250,2,0.486,0.405871496,8
250,14,0.484666667,0.477299694,3
250,18,0.484666667,0.477299694,3
250,20,0.484666667,0.477299694,3
250,22,0.484666667,0.477299694,3
250,24,0.484666667,0.477299694,3
250,26,0.484666667,0.477299694,3
250,28,0.484666667,0.477299694,3
200,6,0.484666667,0.48518023,7
200,6,0.484666667,0.4602227,10
250,6,0.484666667,0.4602227,10
100,2,0.484,0.476439316,7
150,2,0.484,0.475580929,7
200,2,0.484,0.475580929,7
250,2,0.484,0.475580929,7
100,4,0.483333333,0.434426562,8
250,4,0.483333333,0.41144107,8
100,2,0.483333333,0.446346169,9
100,10,0.482,0.474542241,3
100,10,0.482,0.456928162,13
150,12,0.482,0.456580913,13
120,5,0.481333333,0.468350349,3
140,5,0.481333333,0.468350349,3
160,5,0.481333333,0.468322221,3
200,6,0.48,0.468403939,5
120,6,0.478666667,0.467318127,3
140,6,0.478666667,0.467477296,3
160,6,0.478666667,0.467318127,3
180,6,0.478666667,0.467318127,3
200,6,0.478666667,0.467318127,3
220,6,0.478666667,0.467318127,3
240,6,0.478666667,0.467318127,3
260,6,0.478666667,0.467318127,3
280,6,0.478666667,0.467318127,3
150,6,0.478666667,0.467318127,3
200,6,0.478666667,0.467318127,3
250,6,0.478666667,0.467318127,3
250,10,0.478666667,0.473426749,3
150,12,0.478666667,0.45635655,4
100,14,0.478666667,0.454707118,4
100,16,0.478666667,0.454707118,4
100,18,0.478666667,0.454707118,4
100,20,0.478666667,0.454707118,4
100,22,0.478666667,0.454707118,4
100,24,0.478666667,0.454707118,4
100,26,0.478666667,0.454707118,4
100,28,0.478666667,0.454707118,4
150,8,0.478,0.473085253,5
200,2,0.477333333,0.439308504,12
250,2,0.477333333,0.439704091,12
100,5,0.476666667,0.464334042,3
150,14,0.475333333,0.459978123,4
250,6,0.475333333,0.467366783,5
100,16,0.474666667,0.448823973,6
100,18,0.474666667,0.448823973,6
100,20,0.474666667,0.448823973,6
100,22,0.474666667,0.448823973,6
100,24,0.474666667,0.448823973,6
100,26,0.474666667,0.448823973,6
100,28,0.474666667,0.448823973,6
200,4,0.474666667,0.404259484,8
150,10,0.474,0.456444557,10
250,10,0.474,0.457192924,10
250,16,0.472,0.464615278,3
200,12,0.472,0.459465213,10
250,12,0.472,0.459465213,10
150,6,0.471333333,0.468439642,7
150,6,0.471333333,0.44081733,10
150,12,0.470666667,0.456424254,10
100,10,0.469333333,0.449734649,10
150,10,0.468,0.462269107,3
250,12,0.468,0.419023813,8
250,14,0.468,0.419023813,8
250,16,0.468,0.419023813,8
250,18,0.468,0.419023813,8
250,20,0.468,0.419023813,8
250,22,0.468,0.419023813,8
250,24,0.468,0.419023813,8
250,26,0.468,0.419023813,8
250,28,0.468,0.419023813,8
100,8,0.467333333,0.464769201,3
100,8,0.467333333,0.464769201,3
100,12,0.467333333,0.445917767,13
100,6,0.466666667,0.428376563,6
100,10,0.466666667,0.461756447,9
100,12,0.466,0.454592297,3
150,12,0.466,0.454863988,3
200,12,0.466,0.454598511,3
100,14,0.466,0.454592297,3
200,14,0.466,0.454598511,3
200,16,0.466,0.454598511,3
150,18,0.466,0.454598511,3
200,18,0.466,0.454598511,3
200,20,0.466,0.454598511,3
200,22,0.466,0.454598511,3
200,24,0.466,0.454598511,3
200,26,0.466,0.454598511,3
200,28,0.466,0.454598511,3
200,14,0.464666667,0.441170035,4
140,8,0.462,0.457748938,3
200,10,0.462,0.457748938,3
150,6,0.462,0.439769452,4
200,6,0.462,0.439769452,4
100,6,0.461333333,0.451006318,3
280,7,0.461333333,0.451184642,3
100,6,0.461333333,0.451006318,3
100,10,0.461333333,0.43928157,4
200,10,0.460666667,0.438364353,4
250,10,0.460666667,0.438364353,4
250,12,0.460666667,0.438660526,4
250,14,0.460666667,0.439272636,4
150,16,0.460666667,0.438611054,4
250,16,0.460666667,0.439272636,4
150,18,0.460666667,0.438611054,4
200,18,0.460666667,0.439272636,4
250,18,0.460666667,0.439272636,4
150,20,0.460666667,0.438611054,4
200,20,0.460666667,0.439272636,4
250,20,0.460666667,0.439272636,4
150,22,0.460666667,0.438611054,4
200,22,0.460666667,0.439272636,4
250,22,0.460666667,0.439272636,4
150,24,0.460666667,0.438611054,4
200,24,0.460666667,0.439272636,4
250,24,0.460666667,0.439272636,4
150,26,0.460666667,0.438611054,4
200,26,0.460666667,0.439272636,4
250,26,0.460666667,0.439272636,4
150,28,0.460666667,0.438611054,4
200,28,0.460666667,0.439272636,4
250,28,0.460666667,0.439272636,4
200,8,0.46,0.449853961,3
200,8,0.46,0.449853961,3
200,14,0.459333333,0.444340098,10
200,16,0.459333333,0.444340098,10
200,18,0.459333333,0.444340098,10
200,20,0.459333333,0.444340098,10
200,22,0.459333333,0.444340098,10
200,24,0.459333333,0.444340098,10
200,26,0.459333333,0.444340098,10
200,28,0.459333333,0.444340098,10
100,2,0.458666667,0.381078776,8
100,12,0.458,0.436344744,4
100,2,0.458,0.423728336,12
150,2,0.458,0.423669956,12
100,4,0.456,0.4233394,9
200,4,0.454666667,0.422592338,9
250,4,0.454666667,0.422592338,9
250,12,0.453333333,0.442491073,3
100,12,0.453333333,0.433801384,10
100,14,0.453333333,0.433801384,10
150,14,0.453333333,0.433801384,10
100,16,0.453333333,0.433801384,10
150,16,0.453333333,0.433801384,10
100,18,0.453333333,0.433801384,10
150,18,0.453333333,0.433801384,10
100,20,0.453333333,0.433801384,10
150,20,0.453333333,0.433801384,10
100,22,0.453333333,0.433801384,10
150,22,0.453333333,0.433801384,10
100,24,0.453333333,0.433801384,10
150,24,0.453333333,0.433801384,10
100,26,0.453333333,0.433801384,10
150,26,0.453333333,0.433801384,10
100,28,0.453333333,0.433801384,10
150,28,0.453333333,0.433801384,10
200,8,0.452,0.445276823,9
100,12,0.45,0.443367868,9
120,8,0.449333333,0.446536649,3
160,8,0.449333333,0.446007334,3
150,8,0.449333333,0.446007334,3
100,16,0.449333333,0.43971577,3
100,18,0.449333333,0.43971577,3
100,20,0.449333333,0.43971577,3
100,22,0.449333333,0.43971577,3
100,24,0.449333333,0.43971577,3
100,26,0.449333333,0.43971577,3
100,28,0.449333333,0.43971577,3
150,10,0.449333333,0.437008152,9
250,6,0.448666667,0.428208039,4
150,8,0.447333333,0.425012675,4
250,8,0.447333333,0.430546189,5
250,10,0.446666667,0.442349772,9
150,12,0.446666667,0.440850873,9
250,12,0.446666667,0.440850873,9
150,14,0.446666667,0.440850873,9
250,14,0.446666667,0.440850873,9
150,16,0.446666667,0.440850873,9
250,16,0.446666667,0.440850873,9
150,18,0.446666667,0.440850873,9
250,18,0.446666667,0.440850873,9
150,20,0.446666667,0.440850873,9
250,20,0.446666667,0.440850873,9
150,22,0.446666667,0.440850873,9
250,22,0.446666667,0.440850873,9
150,24,0.446666667,0.440850873,9
250,24,0.446666667,0.440850873,9
150,26,0.446666667,0.440850873,9
250,26,0.446666667,0.440850873,9
150,28,0.446666667,0.440850873,9
250,28,0.446666667,0.440850873,9
200,12,0.446,0.425342074,4
200,16,0.446,0.425342074,4
100,14,0.446,0.436681935,5
100,16,0.446,0.435659821,5
100,18,0.446,0.435659821,5
100,20,0.446,0.435659821,5
100,22,0.446,0.435659821,5
100,24,0.446,0.435659821,5
100,26,0.446,0.435659821,5
100,28,0.446,0.435659821,5
200,4,0.445333333,0.403921337,4
250,4,0.445333333,0.403921337,4
100,6,0.445333333,0.421742918,9
250,8,0.444666667,0.435506292,9
100,7,0.443333333,0.435573229,3
120,7,0.443333333,0.435573229,3
140,7,0.443333333,0.435573229,3
180,7,0.443333333,0.435199969,3
200,7,0.443333333,0.435573229,3
220,7,0.443333333,0.435573229,3
240,7,0.443333333,0.435199969,3
260,7,0.443333333,0.435573229,3
180,8,0.443333333,0.434540403,3
220,8,0.443333333,0.434540403,3
240,8,0.443333333,0.434540403,3
250,8,0.443333333,0.434540403,3
150,10,0.443333333,0.423021639,4
150,4,0.441333333,0.408366616,9
150,4,0.438,0.395407774,4
100,2,0.438,0.384195237,6
150,6,0.438,0.413411366,9
100,14,0.434,0.426827063,9
100,16,0.434,0.426827063,9
100,18,0.434,0.426827063,9
100,20,0.434,0.426827063,9
100,22,0.434,0.426827063,9
100,24,0.434,0.426827063,9
100,26,0.434,0.426827063,9
100,28,0.434,0.426827063,9
100,10,0.432,0.418124991,5
200,10,0.431333333,0.429439108,9
200,12,0.431333333,0.429439108,9
200,14,0.431333333,0.429439108,9
200,16,0.431333333,0.429439108,9
200,18,0.431333333,0.429439108,9
200,20,0.431333333,0.429439108,9
200,22,0.431333333,0.429439108,9
200,24,0.431333333,0.429439108,9
200,26,0.431333333,0.429439108,9
200,28,0.431333333,0.429439108,9
100,8,0.43,0.410299469,4
150,12,0.43,0.417295458,5
200,12,0.43,0.417295458,5
250,12,0.43,0.416254922,5
150,14,0.43,0.417295458,5
200,14,0.43,0.417295458,5
250,14,0.43,0.416254922,5
150,16,0.43,0.417295458,5
200,16,0.43,0.417295458,5
250,16,0.43,0.417295458,5
150,18,0.43,0.417295458,5
200,18,0.43,0.417295458,5
250,18,0.43,0.417295458,5
150,20,0.43,0.417295458,5
200,20,0.43,0.417295458,5
250,20,0.43,0.417295458,5
150,22,0.43,0.417295458,5
200,22,0.43,0.417295458,5
250,22,0.43,0.417295458,5
150,24,0.43,0.417295458,5
200,24,0.43,0.417295458,5
250,24,0.43,0.417295458,5
150,26,0.43,0.417295458,5
200,26,0.43,0.417295458,5
250,26,0.43,0.417295458,5
150,28,0.43,0.417295458,5
200,28,0.43,0.417295458,5
250,28,0.43,0.417295458,5
200,8,0.429333333,0.407512539,4
160,7,0.425333333,0.41790747,3
200,6,0.424,0.40167457,9
250,6,0.424,0.401507546,9
100,4,0.419333333,0.372754593,4
180,5,0.416666667,0.391767004,3
150,10,0.416666667,0.400174318,5
200,10,0.416666667,0.400174318,5
250,10,0.416666667,0.400174318,5
100,12,0.415333333,0.401204101,5
100,8,0.412666667,0.409767434,9
250,8,0.412,0.393015263,4
150,8,0.408,0.399514696,9
100,6,0.402666667,0.383037425,2
120,6,0.402666667,0.383037425,2
140,6,0.402666667,0.383037425,2
160,6,0.402666667,0.383037425,2
180,6,0.402666667,0.383037425,2
200,6,0.402666667,0.383037425,2
220,6,0.402666667,0.383037425,2
240,6,0.402666667,0.383037425,2
260,6,0.402666667,0.383037425,2
280,6,0.402666667,0.383037425,2
100,7,0.402666667,0.382540704,2
120,7,0.402666667,0.382540704,2
140,7,0.402666667,0.382540704,2
160,7,0.402666667,0.382540704,2
180,7,0.402666667,0.382540704,2
200,7,0.402666667,0.382540704,2
220,7,0.402666667,0.382540704,2
240,7,0.402666667,0.382540704,2
260,7,0.402666667,0.382540704,2
280,7,0.402666667,0.382540704,2
100,6,0.402666667,0.383037425,2
150,6,0.402666667,0.383037425,2
200,6,0.402666667,0.383037425,2
250,6,0.402666667,0.383037425,2
100,8,0.399333333,0.376034462,2
120,8,0.399333333,0.376034462,2
140,8,0.399333333,0.376034462,2
160,8,0.399333333,0.376034462,2
180,8,0.399333333,0.376034462,2
200,8,0.399333333,0.376034462,2
220,8,0.399333333,0.376034462,2
240,8,0.399333333,0.376034462,2
260,8,0.399333333,0.376034462,2
280,8,0.399333333,0.376034462,2
260,4,0.399333333,0.380236685,3
280,4,0.399333333,0.380236685,3
100,8,0.399333333,0.376034462,2
150,8,0.399333333,0.376034462,2
200,8,0.399333333,0.376034462,2
250,8,0.399333333,0.376034462,2
200,5,0.398666667,0.378484621,3
220,5,0.398666667,0.378484621,3
240,5,0.398666667,0.378484621,3
260,5,0.398666667,0.378484621,3
280,5,0.398666667,0.378484621,3
100,2,0.389333333,0.287424053,4
150,2,0.389333333,0.287424053,4
200,2,0.389333333,0.287424053,4
250,2,0.389333333,0.287424053,4
100,4,0.384,0.360593441,3
120,4,0.384,0.360593441,3
140,4,0.384,0.361020899,3
160,4,0.384,0.360593441,3
180,4,0.384,0.360593441,3
200,4,0.384,0.360593441,3
220,4,0.384,0.360593441,3
240,4,0.384,0.360593441,3
100,4,0.384,0.360593441,3
150,4,0.384,0.360593441,3
200,4,0.384,0.360593441,3
250,4,0.384,0.360593441,3
100,3,0.376,0.317644038,3
120,3,0.376,0.317644038,3
140,3,0.376,0.317644038,3
160,3,0.376,0.317644038,3
180,3,0.376,0.317644038,3
200,3,0.376,0.317644038,3
220,3,0.376,0.317644038,3
240,3,0.376,0.317644038,3
260,3,0.358,0.305189684,3
240,2,0.341333333,0.273820144,3
260,2,0.341333333,0.273820144,3
280,3,0.341333333,0.273820144,3
250,2,0.341333333,0.273820144,3
100,4,0.339333333,0.255197609,2
120,4,0.339333333,0.255197609,2
