n_estimaters,depth,accuracy,f1,num_topics
140,4,0.339333333,0.255197609,2
160,4,0.339333333,0.255197609,2
180,4,0.339333333,0.255197609,2
200,4,0.339333333,0.255197609,2
220,4,0.339333333,0.255197609,2
240,4,0.339333333,0.255197609,2
260,4,0.339333333,0.255197609,2
280,4,0.339333333,0.255197609,2
100,5,0.339333333,0.254144349,2
120,5,0.339333333,0.254144349,2
140,5,0.339333333,0.254144349,2
160,5,0.339333333,0.254144349,2
180,5,0.339333333,0.254144349,2
200,5,0.339333333,0.254144349,2
220,5,0.339333333,0.254144349,2
240,5,0.339333333,0.254144349,2
260,5,0.339333333,0.254144349,2
280,5,0.339333333,0.254144349,2
100,4,0.339333333,0.255197609,2
150,4,0.339333333,0.255197609,2
200,4,0.339333333,0.255197609,2
250,4,0.339333333,0.255197609,2
100,2,0.334,0.221129572,2
120,2,0.334,0.221129572,2
140,2,0.334,0.221129572,2
160,2,0.334,0.221129572,2
180,2,0.334,0.221129572,2
200,2,0.334,0.221129572,2
220,2,0.334,0.221129572,2
240,2,0.334,0.221129572,2
260,2,0.334,0.221129572,2
280,2,0.334,0.221129572,2
100,3,0.334,0.221129572,2
120,3,0.334,0.221129572,2
140,3,0.334,0.221129572,2
160,3,0.334,0.221129572,2
180,3,0.334,0.221129572,2
200,3,0.334,0.221129572,2
220,3,0.334,0.221129572,2
240,3,0.334,0.221129572,2
260,3,0.334,0.221129572,2
280,3,0.334,0.221129572,2
100,2,0.334,0.221129572,2
150,2,0.334,0.221129572,2
200,2,0.334,0.221129572,2
250,2,0.334,0.221129572,2
100,2,0.325333333,0.252039231,3
120,2,0.325333333,0.252039231,3
140,2,0.325333333,0.252039231,3
160,2,0.325333333,0.252039231,3
180,2,0.325333333,0.252039231,3
200,2,0.325333333,0.252039231,3
220,2,0.325333333,0.252039231,3
280,2,0.325333333,0.252039231,3
100,2,0.325333333,0.252039231,3
150,2,0.325333333,0.252039231,3
200,2,0.325333333,0.252039231,3
100,9,0.319333333,0.323881912,2
120,9,0.319333333,0.323881912,2
140,9,0.319333333,0.323881912,2
160,9,0.319333333,0.323881912,2
180,9,0.319333333,0.323881912,2
200,9,0.319333333,0.323881912,2
220,9,0.319333333,0.323881912,2
240,9,0.319333333,0.323881912,2
260,9,0.319333333,0.323881912,2
280,9,0.319333333,0.323881912,2
100,10,0.319333333,0.32436513,2
120,10,0.319333333,0.32436513,2
140,10,0.319333333,0.32436513,2
160,10,0.319333333,0.32436513,2
180,10,0.319333333,0.32436513,2
200,10,0.319333333,0.32436513,2
220,10,0.319333333,0.32436513,2
240,10,0.319333333,0.32436513,2
260,10,0.319333333,0.32436513,2
280,10,0.319333333,0.32436513,2
100,11,0.319333333,0.32436513,2
120,11,0.319333333,0.32436513,2
140,11,0.319333333,0.32436513,2
160,11,0.319333333,0.32436513,2
180,11,0.319333333,0.32436513,2
200,11,0.319333333,0.32436513,2
220,11,0.319333333,0.32436513,2
240,11,0.319333333,0.32436513,2
260,11,0.319333333,0.32436513,2
280,11,0.319333333,0.32436513,2
100,12,0.319333333,0.32436513,2
120,12,0.319333333,0.32436513,2
140,12,0.319333333,0.32436513,2
160,12,0.319333333,0.32436513,2
180,12,0.319333333,0.32436513,2
200,12,0.319333333,0.32436513,2
220,12,0.319333333,0.32436513,2
240,12,0.319333333,0.32436513,2
260,12,0.319333333,0.32436513,2
280,12,0.319333333,0.32436513,2
100,13,0.319333333,0.32436513,2
120,13,0.319333333,0.32436513,2
140,13,0.319333333,0.32436513,2
160,13,0.319333333,0.32436513,2
180,13,0.319333333,0.32436513,2
200,13,0.319333333,0.32436513,2
220,13,0.319333333,0.32436513,2
240,13,0.319333333,0.32436513,2
260,13,0.319333333,0.32436513,2
280,13,0.319333333,0.32436513,2
100,14,0.319333333,0.32436513,2
120,14,0.319333333,0.32436513,2
140,14,0.319333333,0.32436513,2
160,14,0.319333333,0.32436513,2
180,14,0.319333333,0.32436513,2
200,14,0.319333333,0.32436513,2
220,14,0.319333333,0.32436513,2
240,14,0.319333333,0.32436513,2
260,14,0.319333333,0.32436513,2
280,14,0.319333333,0.32436513,2
100,15,0.319333333,0.32436513,2
120,15,0.319333333,0.32436513,2
140,15,0.319333333,0.32436513,2
160,15,0.319333333,0.32436513,2
180,15,0.319333333,0.32436513,2
200,15,0.319333333,0.32436513,2
220,15,0.319333333,0.32436513,2
240,15,0.319333333,0.32436513,2
260,15,0.319333333,0.32436513,2
280,15,0.319333333,0.32436513,2
100,16,0.319333333,0.32436513,2
120,16,0.319333333,0.32436513,2
140,16,0.319333333,0.32436513,2
160,16,0.319333333,0.32436513,2
180,16,0.319333333,0.32436513,2
200,16,0.319333333,0.32436513,2
220,16,0.319333333,0.32436513,2
240,16,0.319333333,0.32436513,2
260,16,0.319333333,0.32436513,2
280,16,0.319333333,0.32436513,2
100,17,0.319333333,0.32436513,2
120,17,0.319333333,0.32436513,2
140,17,0.319333333,0.32436513,2
160,17,0.319333333,0.32436513,2
180,17,0.319333333,0.32436513,2
200,17,0.319333333,0.32436513,2
220,17,0.319333333,0.32436513,2
240,17,0.319333333,0.32436513,2
260,17,0.319333333,0.32436513,2
280,17,0.319333333,0.32436513,2
100,18,0.319333333,0.32436513,2
120,18,0.319333333,0.32436513,2
140,18,0.319333333,0.32436513,2
160,18,0.319333333,0.32436513,2
180,18,0.319333333,0.32436513,2
200,18,0.319333333,0.32436513,2
220,18,0.319333333,0.32436513,2
240,18,0.319333333,0.32436513,2
260,18,0.319333333,0.32436513,2
280,18,0.319333333,0.32436513,2
100,19,0.319333333,0.32436513,2
120,19,0.319333333,0.32436513,2
140,19,0.319333333,0.32436513,2
160,19,0.319333333,0.32436513,2
180,19,0.319333333,0.32436513,2
200,19,0.319333333,0.32436513,2
220,19,0.319333333,0.32436513,2
240,19,0.319333333,0.32436513,2
260,19,0.319333333,0.32436513,2
280,19,0.319333333,0.32436513,2
100,20,0.319333333,0.32436513,2
120,20,0.319333333,0.32436513,2
140,20,0.319333333,0.32436513,2
160,20,0.319333333,0.32436513,2
180,20,0.319333333,0.32436513,2
200,20,0.319333333,0.32436513,2
220,20,0.319333333,0.32436513,2
240,20,0.319333333,0.32436513,2
260,20,0.319333333,0.32436513,2
280,20,0.319333333,0.32436513,2
100,21,0.319333333,0.32436513,2
120,21,0.319333333,0.32436513,2
140,21,0.319333333,0.32436513,2
160,21,0.319333333,0.32436513,2
180,21,0.319333333,0.32436513,2
200,21,0.319333333,0.32436513,2
220,21,0.319333333,0.32436513,2
240,21,0.319333333,0.32436513,2
260,21,0.319333333,0.32436513,2
280,21,0.319333333,0.32436513,2
100,22,0.319333333,0.32436513,2
120,22,0.319333333,0.32436513,2
140,22,0.319333333,0.32436513,2
160,22,0.319333333,0.32436513,2
180,22,0.319333333,0.32436513,2
200,22,0.319333333,0.32436513,2
220,22,0.319333333,0.32436513,2
240,22,0.319333333,0.32436513,2
260,22,0.319333333,0.32436513,2
280,22,0.319333333,0.32436513,2
100,23,0.319333333,0.32436513,2
120,23,0.319333333,0.32436513,2
140,23,0.319333333,0.32436513,2
160,23,0.319333333,0.32436513,2
180,23,0.319333333,0.32436513,2
200,23,0.319333333,0.32436513,2
220,23,0.319333333,0.32436513,2
240,23,0.319333333,0.32436513,2
260,23,0.319333333,0.32436513,2
280,23,0.319333333,0.32436513,2
100,24,0.319333333,0.32436513,2
120,24,0.319333333,0.32436513,2
140,24,0.319333333,0.32436513,2
160,24,0.319333333,0.32436513,2
180,24,0.319333333,0.32436513,2
200,24,0.319333333,0.32436513,2
220,24,0.319333333,0.32436513,2
240,24,0.319333333,0.32436513,2
260,24,0.319333333,0.32436513,2
280,24,0.319333333,0.32436513,2
100,25,0.319333333,0.32436513,2
120,25,0.319333333,0.32436513,2
140,25,0.319333333,0.32436513,2
160,25,0.319333333,0.32436513,2
180,25,0.319333333,0.32436513,2
200,25,0.319333333,0.32436513,2
220,25,0.319333333,0.32436513,2
240,25,0.319333333,0.32436513,2
260,25,0.319333333,0.32436513,2
280,25,0.319333333,0.32436513,2
100,26,0.319333333,0.32436513,2
120,26,0.319333333,0.32436513,2
140,26,0.319333333,0.32436513,2
160,26,0.319333333,0.32436513,2
180,26,0.319333333,0.32436513,2
200,26,0.319333333,0.32436513,2
220,26,0.319333333,0.32436513,2
240,26,0.319333333,0.32436513,2
260,26,0.319333333,0.32436513,2
280,26,0.319333333,0.32436513,2
100,27,0.319333333,0.32436513,2
120,27,0.319333333,0.32436513,2
140,27,0.319333333,0.32436513,2
160,27,0.319333333,0.32436513,2
180,27,0.319333333,0.32436513,2
200,27,0.319333333,0.32436513,2
220,27,0.319333333,0.32436513,2
240,27,0.319333333,0.32436513,2
260,27,0.319333333,0.32436513,2
280,27,0.319333333,0.32436513,2
100,28,0.319333333,0.32436513,2
120,28,0.319333333,0.32436513,2
140,28,0.319333333,0.32436513,2
160,28,0.319333333,0.32436513,2
180,28,0.319333333,0.32436513,2
200,28,0.319333333,0.32436513,2
220,28,0.319333333,0.32436513,2
240,28,0.319333333,0.32436513,2
260,28,0.319333333,0.32436513,2
280,28,0.319333333,0.32436513,2
100,29,0.319333333,0.32436513,2
120,29,0.319333333,0.32436513,2
140,29,0.319333333,0.32436513,2
160,29,0.319333333,0.32436513,2
180,29,0.319333333,0.32436513,2
200,29,0.319333333,0.32436513,2
220,29,0.319333333,0.32436513,2
240,29,0.319333333,0.32436513,2
260,29,0.319333333,0.32436513,2
280,29,0.319333333,0.32436513,2
100,30,0.319333333,0.32436513,2
120,30,0.319333333,0.32436513,2
140,30,0.319333333,0.32436513,2
160,30,0.319333333,0.32436513,2
180,30,0.319333333,0.32436513,2
200,30,0.319333333,0.32436513,2
220,30,0.319333333,0.32436513,2
240,30,0.319333333,0.32436513,2
260,30,0.319333333,0.32436513,2
280,30,0.319333333,0.32436513,2
100,31,0.319333333,0.32436513,2
120,31,0.319333333,0.32436513,2
140,31,0.319333333,0.32436513,2
160,31,0.319333333,0.32436513,2
180,31,0.319333333,0.32436513,2
200,31,0.319333333,0.32436513,2
220,31,0.319333333,0.32436513,2
240,31,0.319333333,0.32436513,2
260,31,0.319333333,0.32436513,2
280,31,0.319333333,0.32436513,2
100,32,0.319333333,0.32436513,2
120,32,0.319333333,0.32436513,2
140,32,0.319333333,0.32436513,2
160,32,0.319333333,0.32436513,2
180,32,0.319333333,0.32436513,2
200,32,0.319333333,0.32436513,2
220,32,0.319333333,0.32436513,2
240,32,0.319333333,0.32436513,2
260,32,0.319333333,0.32436513,2
280,32,0.319333333,0.32436513,2
100,33,0.319333333,0.32436513,2
120,33,0.319333333,0.32436513,2
140,33,0.319333333,0.32436513,2
160,33,0.319333333,0.32436513,2
180,33,0.319333333,0.32436513,2
200,33,0.319333333,0.32436513,2
220,33,0.319333333,0.32436513,2
240,33,0.319333333,0.32436513,2
260,33,0.319333333,0.32436513,2
280,33,0.319333333,0.32436513,2
100,34,0.319333333,0.32436513,2
120,34,0.319333333,0.32436513,2
140,34,0.319333333,0.32436513,2
160,34,0.319333333,0.32436513,2
180,34,0.319333333,0.32436513,2
200,34,0.319333333,0.32436513,2
220,34,0.319333333,0.32436513,2
240,34,0.319333333,0.32436513,2
260,34,0.319333333,0.32436513,2
280,34,0.319333333,0.32436513,2
100,35,0.319333333,0.32436513,2
120,35,0.319333333,0.32436513,2
140,35,0.319333333,0.32436513,2
160,35,0.319333333,0.32436513,2
180,35,0.319333333,0.32436513,2
200,35,0.319333333,0.32436513,2
220,35,0.319333333,0.32436513,2
240,35,0.319333333,0.32436513,2
260,35,0.319333333,0.32436513,2
280,35,0.319333333,0.32436513,2
100,36,0.319333333,0.32436513,2
120,36,0.319333333,0.32436513,2
140,36,0.319333333,0.32436513,2
160,36,0.319333333,0.32436513,2
180,36,0.319333333,0.32436513,2
200,36,0.319333333,0.32436513,2
220,36,0.319333333,0.32436513,2
240,36,0.319333333,0.32436513,2
260,36,0.319333333,0.32436513,2
280,36,0.319333333,0.32436513,2
100,37,0.319333333,0.32436513,2
120,37,0.319333333,0.32436513,2
140,37,0.319333333,0.32436513,2
160,37,0.319333333,0.32436513,2
180,37,0.319333333,0.32436513,2
200,37,0.319333333,0.32436513,2
220,37,0.319333333,0.32436513,2
240,37,0.319333333,0.32436513,2
260,37,0.319333333,0.32436513,2
280,37,0.319333333,0.32436513,2
100,38,0.319333333,0.32436513,2
120,38,0.319333333,0.32436513,2
140,38,0.319333333,0.32436513,2
160,38,0.319333333,0.32436513,2
180,38,0.319333333,0.32436513,2
200,38,0.319333333,0.32436513,2
220,38,0.319333333,0.32436513,2
240,38,0.319333333,0.32436513,2
260,38,0.319333333,0.32436513,2
280,38,0.319333333,0.32436513,2
100,39,0.319333333,0.32436513,2
120,39,0.319333333,0.32436513,2
140,39,0.319333333,0.32436513,2
160,39,0.319333333,0.32436513,2
180,39,0.319333333,0.32436513,2
200,39,0.319333333,0.32436513,2
220,39,0.319333333,0.32436513,2
240,39,0.319333333,0.32436513,2
260,39,0.319333333,0.32436513,2
280,39,0.319333333,0.32436513,2
100,40,0.319333333,0.32436513,2
120,40,0.319333333,0.32436513,2
140,40,0.319333333,0.32436513,2
160,40,0.319333333,0.32436513,2
180,40,0.319333333,0.32436513,2
200,40,0.319333333,0.32436513,2
220,40,0.319333333,0.32436513,2
240,40,0.319333333,0.32436513,2
260,40,0.319333333,0.32436513,2
280,40,0.319333333,0.32436513,2
100,41,0.319333333,0.32436513,2
120,41,0.319333333,0.32436513,2
140,41,0.319333333,0.32436513,2
160,41,0.319333333,0.32436513,2
180,41,0.319333333,0.32436513,2
200,41,0.319333333,0.32436513,2
220,41,0.319333333,0.32436513,2
240,41,0.319333333,0.32436513,2
260,41,0.319333333,0.32436513,2
280,41,0.319333333,0.32436513,2
100,42,0.319333333,0.32436513,2
120,42,0.319333333,0.32436513,2
140,42,0.319333333,0.32436513,2
160,42,0.319333333,0.32436513,2
180,42,0.319333333,0.32436513,2
200,42,0.319333333,0.32436513,2
220,42,0.319333333,0.32436513,2
240,42,0.319333333,0.32436513,2
260,42,0.319333333,0.32436513,2
280,42,0.319333333,0.32436513,2
100,43,0.319333333,0.32436513,2
120,43,0.319333333,0.32436513,2
140,43,0.319333333,0.32436513,2
160,43,0.319333333,0.32436513,2
180,43,0.319333333,0.32436513,2
200,43,0.319333333,0.32436513,2
220,43,0.319333333,0.32436513,2
240,43,0.319333333,0.32436513,2
260,43,0.319333333,0.32436513,2
280,43,0.319333333,0.32436513,2
100,44,0.319333333,0.32436513,2
120,44,0.319333333,0.32436513,2
140,44,0.319333333,0.32436513,2
160,44,0.319333333,0.32436513,2
180,44,0.319333333,0.32436513,2
200,44,0.319333333,0.32436513,2
220,44,0.319333333,0.32436513,2
240,44,0.319333333,0.32436513,2
260,44,0.319333333,0.32436513,2
280,44,0.319333333,0.32436513,2
100,45,0.319333333,0.32436513,2
120,45,0.319333333,0.32436513,2
140,45,0.319333333,0.32436513,2
160,45,0.319333333,0.32436513,2
180,45,0.319333333,0.32436513,2
200,45,0.319333333,0.32436513,2
220,45,0.319333333,0.32436513,2
240,45,0.319333333,0.32436513,2
260,45,0.319333333,0.32436513,2
280,45,0.319333333,0.32436513,2
100,46,0.319333333,0.32436513,2
120,46,0.319333333,0.32436513,2
140,46,0.319333333,0.32436513,2
160,46,0.319333333,0.32436513,2
180,46,0.319333333,0.32436513,2
200,46,0.319333333,0.32436513,2
220,46,0.319333333,0.32436513,2
240,46,0.319333333,0.32436513,2
260,46,0.319333333,0.32436513,2
280,46,0.319333333,0.32436513,2
100,47,0.319333333,0.32436513,2
120,47,0.319333333,0.32436513,2
140,47,0.319333333,0.32436513,2
160,47,0.319333333,0.32436513,2
180,47,0.319333333,0.32436513,2
200,47,0.319333333,0.32436513,2
220,47,0.319333333,0.32436513,2
240,47,0.319333333,0.32436513,2
260,47,0.319333333,0.32436513,2
280,47,0.319333333,0.32436513,2
100,48,0.319333333,0.32436513,2
120,48,0.319333333,0.32436513,2
140,48,0.319333333,0.32436513,2
160,48,0.319333333,0.32436513,2
180,48,0.319333333,0.32436513,2
200,48,0.319333333,0.32436513,2
220,48,0.319333333,0.32436513,2
240,48,0.319333333,0.32436513,2
260,48,0.319333333,0.32436513,2
280,48,0.319333333,0.32436513,2
100,49,0.319333333,0.32436513,2
120,49,0.319333333,0.32436513,2
140,49,0.319333333,0.32436513,2
160,49,0.319333333,0.32436513,2
180,49,0.319333333,0.32436513,2
200,49,0.319333333,0.32436513,2
220,49,0.319333333,0.32436513,2
240,49,0.319333333,0.32436513,2
260,49,0.319333333,0.32436513,2
280,49,0.319333333,0.32436513,2
100,10,0.319333333,0.32436513,2
150,10,0.319333333,0.32436513,2
200,10,0.319333333,0.32436513,2
250,10,0.319333333,0.32436513,2
100,12,0.319333333,0.32436513,2
150,12,0.319333333,0.32436513,2
200,12,0.319333333,0.32436513,2
250,12,0.319333333,0.32436513,2
100,14,0.319333333,0.32436513,2
150,14,0.319333333,0.32436513,2
200,14,0.319333333,0.32436513,2
250,14,0.319333333,0.32436513,2
100,16,0.319333333,0.32436513,2
150,16,0.319333333,0.32436513,2
200,16,0.319333333,0.32436513,2
250,16,0.319333333,0.32436513,2
100,18,0.319333333,0.32436513,2
150,18,0.319333333,0.32436513,2
200,18,0.319333333,0.32436513,2
250,18,0.319333333,0.32436513,2
100,20,0.319333333,0.32436513,2
150,20,0.319333333,0.32436513,2
200,20,0.319333333,0.32436513,2
250,20,0.319333333,0.32436513,2
100,22,0.319333333,0.32436513,2
150,22,0.319333333,0.32436513,2
200,22,0.319333333,0.32436513,2
250,22,0.319333333,0.32436513,2
100,24,0.319333333,0.32436513,2
150,24,0.319333333,0.32436513,2
200,24,0.319333333,0.32436513,2
250,24,0.319333333,0.32436513,2
100,26,0.319333333,0.32436513,2
150,26,0.319333333,0.32436513,2
200,26,0.319333333,0.32436513,2
250,26,0.319333333,0.32436513,2
100,28,0.319333333,0.32436513,2
150,28,0.319333333,0.32436513,2
200,28,0.319333333,0.32436513,2
250,28,0.319333333,0.32436513,2
