,Original Input,Topic 1,Topic 2,Topic 3,Topic 4,Topic 5,Topic 6,Topic 7,Topic 8,Topic 9,Topic 10,Topic 11,Topic 12,Topic 13,Topic 14,Topic 15,Topic 16,Topic 17,Topic 18,Topic 19,Topic 20,Topic 21,Topic 22,Topic 23,Topic 24,Topic 25,Topic 26
223,He couldn't make it today because he had unexpected business come up. I will be in charge in his absence.,0.004273517057299614,0.004273517057299614,0.004273517057299614,0.004273517057299614,0.004273517057299614,0.004273517057299614,0.004273517057299614,0.004273517057299614,0.004273517057299614,0.004273517057299614,0.004273517057299614,0.004273517057299614,0.004273517057299614,0.004273517057299614,0.004273517057299614,0.004273517057299614,0.004273517057299614,0.004273517057299614,0.004273517057299614,0.004273517057299614,0.004273517057299614,0.8931620717048645,0.004273517057299614,0.004273517057299614,0.004273517057299614,0.004273517057299614
224,"No, he is not here. I am the officer in charge of the U.S. component of the coalition.",0.006410280242562294,0.006410280242562294,0.006410280242562294,0.006410280242562294,0.006410280242562294,0.006410280242562294,0.006410280242562294,0.8397430181503296,0.006410280242562294,0.006410280242562294,0.006410280242562294,0.006410280242562294,0.006410280242562294,0.006410280242562294,0.006410280242562294,0.006410280242562294,0.006410280242562294,0.006410280242562294,0.006410280242562294,0.006410280242562294,0.006410280242562294,0.006410280242562294,0.006410280242562294,0.006410280242562294,0.006410280242562294,0.006410280242562294
225,Can I talk with you in private once questions are over?,0.009615418501198292,0.009615418501198292,0.009615418501198292,0.7596145272254944,0.009615418501198292,0.009615418501198292,0.009615418501198292,0.009615418501198292,0.009615418501198292,0.009615418501198292,0.009615418501198292,0.009615418501198292,0.009615418501198292,0.009615418501198292,0.009615418501198292,0.009615418501198292,0.009615418501198292,0.009615418501198292,0.009615418501198292,0.009615418501198292,0.009615418501198292,0.009615418501198292,0.009615418501198292,0.009615418501198292,0.009615418501198292,0.009615418501198292
226,Not all of the details have been finalized so I'm not sure if that it would be of any help to you now.,0.006410303525626659,0.006410303525626659,0.006410303525626659,0.006410303525626659,0.006410303525626659,0.006410303525626659,0.006410303525626659,0.006410303525626659,0.006410303525626659,0.006410303525626659,0.006410303525626659,0.006410303525626659,0.006410303525626659,0.006410303525626659,0.006410303525626659,0.006410303525626659,0.006410303525626659,0.006410303525626659,0.006410303525626659,0.006410303525626659,0.8397424221038818,0.006410303525626659,0.006410303525626659,0.006410303525626659,0.006410303525626659,0.006410303525626659
227,"We have crates of supplies like food, water, and hospital equipment available. As of right now that will be primarily what we are giving the locals.",0.0029585976153612137,0.0029585976153612137,0.0029585976153612137,0.0029585976153612137,0.0029585976153612137,0.0029585976153612137,0.0029585976153612137,0.0029585976153612137,0.0029585976153612137,0.0029585976153612137,0.0029585976153612137,0.0029585976153612137,0.0029585976153612137,0.0029585976153612137,0.0029585976153612137,0.0029585976153612137,0.0029585976153612137,0.0029585976153612137,0.0029585976153612137,0.0029585976153612137,0.0029585976153612137,0.0029585976153612137,0.0029585976153612137,0.0029585976153612137,0.9260350465774536,0.0029585976153612137
228,"Ok. Now that we're in private, why did you say that we would set up two aid stations?",0.0042735254392027855,0.0042735254392027855,0.0042735254392027855,0.0042735254392027855,0.0042735254392027855,0.0042735254392027855,0.0042735254392027855,0.0042735254392027855,0.0042735254392027855,0.0042735254392027855,0.0042735254392027855,0.31181883811950684,0.0042735254392027855,0.0042735254392027855,0.5856165289878845,0.0042735254392027855,0.0042735254392027855,0.0042735254392027855,0.0042735254392027855,0.0042735254392027855,0.0042735254392027855,0.0042735254392027855,0.0042735254392027855,0.0042735254392027855,0.0042735254392027855,0.0042735254392027855
229,"I'd really prefer just to wait until the brief, if that is ok.",0.006410288158804178,0.006410288158804178,0.006410288158804178,0.006410288158804178,0.006410288158804178,0.006410288158804178,0.006410288158804178,0.006410288158804178,0.006410288158804178,0.006410288158804178,0.006410288158804178,0.006410288158804178,0.006410288158804178,0.006410288158804178,0.006410288158804178,0.006410288158804178,0.006410288158804178,0.8397428393363953,0.006410288158804178,0.006410288158804178,0.006410288158804178,0.006410288158804178,0.006410288158804178,0.006410288158804178,0.006410288158804178,0.006410288158804178
230,"Then please work with me here. There are plenty of supplies to go around. I don't want to do it either, it looks bad for both of us.",0.0032051492016762495,0.0032051492016762495,0.0032051492016762495,0.0032051492016762495,0.0032051492016762495,0.0032051492016762495,0.0032051492016762495,0.0032051492016762495,0.0032051492016762495,0.0032051492016762495,0.0032051492016762495,0.0032051492016762495,0.0032051492016762495,0.0032051492016762495,0.0032051492016762495,0.0032051492016762495,0.0032051492016762495,0.0032051492016762495,0.9198712706565857,0.0032051492016762495,0.0032051492016762495,0.0032051492016762495,0.0032051492016762495,0.0032051492016762495,0.0032051492016762495,0.0032051492016762495
231,"But we cannot do this without you. I'll have to scrap my plan and notify my commander, I think we both would like to keep it from getting to that level so can we try and figure something out on our level? There has to be a compromise we can reach.",0.0021367608569562435,0.0021367608569562435,0.0021367608569562435,0.0021367608569562435,0.0021367608569562435,0.0021367608569562435,0.0021367608569562435,0.0021367608569562435,0.0021367608569562435,0.0021367608569562435,0.0021367608569562435,0.0021367608569562435,0.0021367608569562435,0.0021367608569562435,0.0021367608569562435,0.0021367608569562435,0.0021367608569562435,0.0021367608569562435,0.0021367608569562435,0.9465810060501099,0.0021367608569562435,0.0021367608569562435,0.0021367608569562435,0.0021367608569562435,0.0021367608569562435,0.0021367608569562435
232,Not all of the details have been finalized so I'm not sure if that it would be of any help to you now.,0.006410303059965372,0.006410303059965372,0.006410303059965372,0.006410303059965372,0.006410303059965372,0.006410303059965372,0.006410303059965372,0.006410303059965372,0.006410303059965372,0.006410303059965372,0.006410303059965372,0.006410303059965372,0.006410303059965372,0.006410303059965372,0.006410303059965372,0.006410303059965372,0.006410303059965372,0.006410303059965372,0.006410303059965372,0.006410303059965372,0.8397424817085266,0.006410303059965372,0.006410303059965372,0.006410303059965372,0.006410303059965372,0.006410303059965372
233,He couldn't make it today because he had unexpected business come up. I will be in charge in his absence.,0.004273517522960901,0.004273517522960901,0.004273517522960901,0.004273517522960901,0.004273517522960901,0.004273517522960901,0.004273517522960901,0.004273517522960901,0.004273517522960901,0.004273517522960901,0.004273517522960901,0.004273517522960901,0.004273517522960901,0.004273517522960901,0.004273517522960901,0.004273517522960901,0.004273517522960901,0.004273517522960901,0.004273517522960901,0.004273517522960901,0.004273517522960901,0.8931620717048645,0.004273517522960901,0.004273517522960901,0.004273517522960901,0.004273517522960901
234,Well I have no choice but to go to my commander or yours to try and get this to work. I'm sorry to have to do that but I don't see an alternative.,0.0032051464077085257,0.0032051464077085257,0.0032051464077085257,0.0032051464077085257,0.0032051464077085257,0.0032051464077085257,0.0032051464077085257,0.0032051464077085257,0.9198713302612305,0.0032051464077085257,0.0032051464077085257,0.0032051464077085257,0.0032051464077085257,0.0032051464077085257,0.0032051464077085257,0.0032051464077085257,0.0032051464077085257,0.0032051464077085257,0.0032051464077085257,0.0032051464077085257,0.0032051464077085257,0.0032051464077085257,0.0032051464077085257,0.0032051464077085257,0.0032051464077085257,0.0032051464077085257
235,"It's not the ideal solution, I know, but unless we come to a compromise with manning or supplies I will have no choice.",0.004273518454283476,0.004273518454283476,0.004273518454283476,0.004273518454283476,0.004273518454283476,0.004273518454283476,0.004273518454283476,0.004273518454283476,0.004273518454283476,0.004273518454283476,0.004273518454283476,0.004273518454283476,0.004273518454283476,0.004273518454283476,0.004273518454283476,0.004273518454283476,0.004273518454283476,0.004273518454283476,0.004273518454283476,0.004273518454283476,0.004273518454283476,0.004273518454283476,0.004273518454283476,0.8931620717048645,0.004273518454283476,0.004273518454283476
236,"I'd really prefer just to wait until the brief, if that is ok.",0.006410287693142891,0.006410287693142891,0.006410287693142891,0.006410287693142891,0.006410287693142891,0.006410287693142891,0.006410287693142891,0.006410287693142891,0.006410287693142891,0.006410287693142891,0.006410287693142891,0.006410287693142891,0.006410287693142891,0.006410287693142891,0.006410287693142891,0.006410287693142891,0.006410287693142891,0.8397428393363953,0.006410287693142891,0.006410287693142891,0.006410287693142891,0.006410287693142891,0.006410287693142891,0.006410287693142891,0.006410287693142891,0.006410287693142891
237,Can you explain to me why we are setting up two individual aid stations?,0.005494523327797651,0.005494523327797651,0.005494523327797651,0.005494523327797651,0.005494523327797651,0.005494523327797651,0.005494523327797651,0.005494523327797651,0.005494523327797651,0.005494523327797651,0.005494523327797651,0.005494523327797651,0.005494523327797651,0.005494523327797651,0.862636923789978,0.005494523327797651,0.005494523327797651,0.005494523327797651,0.005494523327797651,0.005494523327797651,0.005494523327797651,0.005494523327797651,0.005494523327797651,0.005494523327797651,0.005494523327797651,0.005494523327797651
238,He is busy today,0.012820551171898842,0.012820551171898842,0.012820551171898842,0.012820551171898842,0.012820551171898842,0.012820551171898842,0.012820551171898842,0.012820551171898842,0.012820551171898842,0.012820551171898842,0.012820551171898842,0.012820551171898842,0.012820551171898842,0.012820551171898842,0.012820551171898842,0.012820551171898842,0.012820551171898842,0.012820551171898842,0.012820551171898842,0.012820551171898842,0.012820551171898842,0.6794862151145935,0.012820551171898842,0.012820551171898842,0.012820551171898842,0.012820551171898842
239,"I know you have men available, can you just spare a few of them to help us? We have all the supplies for the near term, we just need manpower.",0.0034965178929269314,0.0034965178929269314,0.0034965178929269314,0.0034965178929269314,0.0034965178929269314,0.0034965178929269314,0.0034965178929269314,0.0034965178929269314,0.0034965178929269314,0.0034965178929269314,0.0034965178929269314,0.0034965178929269314,0.0034965178929269314,0.0034965178929269314,0.0034965178929269314,0.0034965178929269314,0.0034965178929269314,0.91258704662323,0.0034965178929269314,0.0034965178929269314,0.0034965178929269314,0.0034965178929269314,0.0034965178929269314,0.0034965178929269314,0.0034965178929269314,0.0034965178929269314
240,"What? But we have plenty of supplies, we need your men to help us, we can't do it without you since we are stretched so thin already.",0.0029585950542241335,0.0029585950542241335,0.0029585950542241335,0.0029585950542241335,0.0029585950542241335,0.0029585950542241335,0.0029585950542241335,0.0029585950542241335,0.0029585950542241335,0.0029585950542241335,0.0029585950542241335,0.0029585950542241335,0.0029585950542241335,0.0029585950542241335,0.0029585950542241335,0.0029585950542241335,0.0029585950542241335,0.0029585950542241335,0.9260351657867432,0.0029585950542241335,0.0029585950542241335,0.0029585950542241335,0.0029585950542241335,0.0029585950542241335,0.0029585950542241335,0.0029585950542241335
241,There really is not much to tell. It's going to be our basic loadout for Humanitarian aid missions.,0.0038461696822196245,0.9038457870483398,0.0038461696822196245,0.0038461696822196245,0.0038461696822196245,0.0038461696822196245,0.0038461696822196245,0.0038461696822196245,0.0038461696822196245,0.0038461696822196245,0.0038461696822196245,0.0038461696822196245,0.0038461696822196245,0.0038461696822196245,0.0038461696822196245,0.0038461696822196245,0.0038461696822196245,0.0038461696822196245,0.0038461696822196245,0.0038461696822196245,0.0038461696822196245,0.0038461696822196245,0.0038461696822196245,0.0038461696822196245,0.0038461696822196245,0.0038461696822196245
242,"No, he is not here. I am taking his place.",0.012820560485124588,0.012820560485124588,0.012820560485124588,0.012820560485124588,0.012820560485124588,0.012820560485124588,0.012820560485124588,0.012820560485124588,0.012820560485124588,0.6794859766960144,0.012820560485124588,0.012820560485124588,0.012820560485124588,0.012820560485124588,0.012820560485124588,0.012820560485124588,0.012820560485124588,0.012820560485124588,0.012820560485124588,0.012820560485124588,0.012820560485124588,0.012820560485124588,0.012820560485124588,0.012820560485124588,0.012820560485124588,0.012820560485124588
243,Can I talk with you in private once questions are over?,0.009615418501198292,0.009615418501198292,0.009615418501198292,0.7596145272254944,0.009615418501198292,0.009615418501198292,0.009615418501198292,0.009615418501198292,0.009615418501198292,0.009615418501198292,0.009615418501198292,0.009615418501198292,0.009615418501198292,0.009615418501198292,0.009615418501198292,0.009615418501198292,0.009615418501198292,0.009615418501198292,0.009615418501198292,0.009615418501198292,0.009615418501198292,0.009615418501198292,0.009615418501198292,0.009615418501198292,0.009615418501198292,0.009615418501198292
244,I don't have any questions right now.,0.009615418501198292,0.009615418501198292,0.009615418501198292,0.009615418501198292,0.009615418501198292,0.009615418501198292,0.009615418501198292,0.009615418501198292,0.009615418501198292,0.009615418501198292,0.009615418501198292,0.7596145272254944,0.009615418501198292,0.009615418501198292,0.009615418501198292,0.009615418501198292,0.009615418501198292,0.009615418501198292,0.009615418501198292,0.009615418501198292,0.009615418501198292,0.009615418501198292,0.009615418501198292,0.009615418501198292,0.009615418501198292,0.009615418501198292
245,"I hope everything was resolved. if it is alright, I have a few questions about the mission since I heard you had a flight delay and that will affect how many Chinese soldiers are on the ground. ",0.0024038595147430897,0.0024038595147430897,0.0024038595147430897,0.0024038595147430897,0.0024038595147430897,0.0024038595147430897,0.0024038595147430897,0.0024038595147430897,0.0024038595147430897,0.0024038595147430897,0.0024038595147430897,0.0024038595147430897,0.9399034976959229,0.0024038595147430897,0.0024038595147430897,0.0024038595147430897,0.0024038595147430897,0.0024038595147430897,0.0024038595147430897,0.0024038595147430897,0.0024038595147430897,0.0024038595147430897,0.0024038595147430897,0.0024038595147430897,0.0024038595147430897,0.0024038595147430897
246,"It's not the ideal solution, I know, but unless we come to a compromise with manning or supplies I will have no choice.",0.004273517988622189,0.004273517988622189,0.004273517988622189,0.004273517988622189,0.004273517988622189,0.004273517988622189,0.004273517988622189,0.004273517988622189,0.004273517988622189,0.004273517988622189,0.004273517988622189,0.004273517988622189,0.004273517988622189,0.004273517988622189,0.004273517988622189,0.004273517988622189,0.004273517988622189,0.004273517988622189,0.004273517988622189,0.004273517988622189,0.004273517988622189,0.004273517988622189,0.004273517988622189,0.8931620717048645,0.004273517988622189,0.004273517988622189
247,"Ok. Now that we're in private, why did you say that we would set up two aid stations?",0.0042735254392027855,0.0042735254392027855,0.0042735254392027855,0.0042735254392027855,0.0042735254392027855,0.0042735254392027855,0.0042735254392027855,0.0042735254392027855,0.0042735254392027855,0.0042735254392027855,0.0042735254392027855,0.31207168102264404,0.0042735254392027855,0.0042735254392027855,0.5853637456893921,0.0042735254392027855,0.0042735254392027855,0.0042735254392027855,0.0042735254392027855,0.0042735254392027855,0.0042735254392027855,0.0042735254392027855,0.0042735254392027855,0.0042735254392027855,0.0042735254392027855,0.0042735254392027855
248,"No, he is not here. I am the officer in charge of the U.S. component of the coalition.",0.006410280242562294,0.006410280242562294,0.006410280242562294,0.006410280242562294,0.006410280242562294,0.006410280242562294,0.006410280242562294,0.8397430181503296,0.006410280242562294,0.006410280242562294,0.006410280242562294,0.006410280242562294,0.006410280242562294,0.006410280242562294,0.006410280242562294,0.006410280242562294,0.006410280242562294,0.006410280242562294,0.006410280242562294,0.006410280242562294,0.006410280242562294,0.006410280242562294,0.006410280242562294,0.006410280242562294,0.006410280242562294,0.006410280242562294
249,I’d rather not say.,0.6794868111610413,0.012820526957511902,0.012820526957511902,0.012820526957511902,0.012820526957511902,0.012820526957511902,0.012820526957511902,0.012820526957511902,0.012820526957511902,0.012820526957511902,0.012820526957511902,0.012820526957511902,0.012820526957511902,0.012820526957511902,0.012820526957511902,0.012820526957511902,0.012820526957511902,0.012820526957511902,0.012820526957511902,0.012820526957511902,0.012820526957511902,0.012820526957511902,0.012820526957511902,0.012820526957511902,0.012820526957511902,0.012820526957511902
250,Can you explain to me why we are setting up two individual aid stations?,0.005494522862136364,0.005494522862136364,0.005494522862136364,0.005494522862136364,0.005494522862136364,0.005494522862136364,0.005494522862136364,0.005494522862136364,0.005494522862136364,0.005494522862136364,0.005494522862136364,0.005494522862136364,0.005494522862136364,0.005494522862136364,0.862636923789978,0.005494522862136364,0.005494522862136364,0.005494522862136364,0.005494522862136364,0.005494522862136364,0.005494522862136364,0.005494522862136364,0.005494522862136364,0.005494522862136364,0.005494522862136364,0.005494522862136364
251,Thank you for meeting with me. I just had some questions about the part of the plan concerning the aid stations? Why are you doing it that way?,0.0038461778312921524,0.0038461778312921524,0.0038461778312921524,0.0038461778312921524,0.0038461778312921524,0.0038461778312921524,0.0038461778312921524,0.0038461778312921524,0.0038461778312921524,0.0038461778312921524,0.0038461778312921524,0.0038461778312921524,0.0038461778312921524,0.0038461778312921524,0.0038461778312921524,0.0038461778312921524,0.0038461778312921524,0.0038461778312921524,0.0038461778312921524,0.0038461778312921524,0.9038455486297607,0.0038461778312921524,0.0038461778312921524,0.0038461778312921524,0.0038461778312921524,0.0038461778312921524
252,There has to be a way. What was name of the man you were talking to? If he is in your chain of command I'd like to talk to him.,0.004807721357792616,0.004807721357792616,0.004807721357792616,0.004807721357792616,0.004807721357792616,0.004807721357792616,0.004807721357792616,0.004807721357792616,0.004807721357792616,0.004807721357792616,0.004807721357792616,0.004807721357792616,0.8798069953918457,0.004807721357792616,0.004807721357792616,0.004807721357792616,0.004807721357792616,0.004807721357792616,0.004807721357792616,0.004807721357792616,0.004807721357792616,0.004807721357792616,0.004807721357792616,0.004807721357792616,0.004807721357792616,0.004807721357792616
253,I don't have any questions right now.,0.009615418501198292,0.009615418501198292,0.009615418501198292,0.009615418501198292,0.009615418501198292,0.009615418501198292,0.009615418501198292,0.009615418501198292,0.009615418501198292,0.009615418501198292,0.009615418501198292,0.7596145272254944,0.009615418501198292,0.009615418501198292,0.009615418501198292,0.009615418501198292,0.009615418501198292,0.009615418501198292,0.009615418501198292,0.009615418501198292,0.009615418501198292,0.009615418501198292,0.009615418501198292,0.009615418501198292,0.009615418501198292,0.009615418501198292
254,"What? But we have plenty of supplies, we need your men to help us, we can't do it without you since we are stretched so thin already.",0.002958595287054777,0.002958595287054777,0.002958595287054777,0.002958595287054777,0.002958595287054777,0.002958595287054777,0.002958595287054777,0.002958595287054777,0.002958595287054777,0.002958595287054777,0.002958595287054777,0.002958595287054777,0.002958595287054777,0.002958595287054777,0.002958595287054777,0.002958595287054777,0.002958595287054777,0.002958595287054777,0.9260351061820984,0.002958595287054777,0.002958595287054777,0.002958595287054777,0.002958595287054777,0.002958595287054777,0.002958595287054777,0.002958595287054777
255,"Oh, is it about the plane being delayed? We have plenty of supplies here to compensate so we can accomplish the mission together until it arrives. I'm sure we can figure something out.",0.0027472679503262043,0.0027472679503262043,0.0027472679503262043,0.0027472679503262043,0.0027472679503262043,0.0027472679503262043,0.0027472679503262043,0.0027472679503262043,0.0027472679503262043,0.0027472679503262043,0.0027472679503262043,0.0027472679503262043,0.0027472679503262043,0.0027472679503262043,0.0027472679503262043,0.0027472679503262043,0.0027472679503262043,0.0027472679503262043,0.0027472679503262043,0.0027472679503262043,0.0027472679503262043,0.0027472679503262043,0.0027472679503262043,0.0027472679503262043,0.9313182830810547,0.0027472679503262043
256,"I'd really prefer just to wait until the brief, if that is ok.",0.006410287693142891,0.006410287693142891,0.006410287693142891,0.006410287693142891,0.006410287693142891,0.006410287693142891,0.006410287693142891,0.006410287693142891,0.006410287693142891,0.006410287693142891,0.006410287693142891,0.006410287693142891,0.006410287693142891,0.006410287693142891,0.006410287693142891,0.006410287693142891,0.006410287693142891,0.8397428393363953,0.006410287693142891,0.006410287693142891,0.006410287693142891,0.006410287693142891,0.006410287693142891,0.006410287693142891,0.006410287693142891,0.006410287693142891
257,There has to be a way. What was name of the man you were talking to? If he is in your chain of command I'd like to talk to him.,0.004807721823453903,0.004807721823453903,0.004807721823453903,0.004807721823453903,0.004807721823453903,0.004807721823453903,0.004807721823453903,0.004807721823453903,0.004807721823453903,0.004807721823453903,0.004807721823453903,0.004807721823453903,0.8798069953918457,0.004807721823453903,0.004807721823453903,0.004807721823453903,0.004807721823453903,0.004807721823453903,0.004807721823453903,0.004807721823453903,0.004807721823453903,0.004807721823453903,0.004807721823453903,0.004807721823453903,0.004807721823453903,0.004807721823453903
258,The plan was to use one large aid station with American medics running it. How is this way better?,0.003205152228474617,0.003205152228474617,0.003205152228474617,0.003205152228474617,0.003205152228474617,0.003205152228474617,0.003205152228474617,0.003205152228474617,0.003205152228474617,0.003205152228474617,0.003205152228474617,0.003205152228474617,0.003205152228474617,0.9198712110519409,0.003205152228474617,0.003205152228474617,0.003205152228474617,0.003205152228474617,0.003205152228474617,0.003205152228474617,0.003205152228474617,0.003205152228474617,0.003205152228474617,0.003205152228474617,0.003205152228474617,0.003205152228474617
259,Can I talk with you in private once questions are over?,0.009615418501198292,0.009615418501198292,0.009615418501198292,0.7596145272254944,0.009615418501198292,0.009615418501198292,0.009615418501198292,0.009615418501198292,0.009615418501198292,0.009615418501198292,0.009615418501198292,0.009615418501198292,0.009615418501198292,0.009615418501198292,0.009615418501198292,0.009615418501198292,0.009615418501198292,0.009615418501198292,0.009615418501198292,0.009615418501198292,0.009615418501198292,0.009615418501198292,0.009615418501198292,0.009615418501198292,0.009615418501198292,0.009615418501198292
260,There has to be a way. What was name of the man you were talking to? If he is in your chain of command I'd like to talk to him.,0.004807721823453903,0.004807721823453903,0.004807721823453903,0.004807721823453903,0.004807721823453903,0.004807721823453903,0.004807721823453903,0.004807721823453903,0.004807721823453903,0.004807721823453903,0.004807721823453903,0.004807721823453903,0.8798069953918457,0.004807721823453903,0.004807721823453903,0.004807721823453903,0.004807721823453903,0.004807721823453903,0.004807721823453903,0.004807721823453903,0.004807721823453903,0.004807721823453903,0.004807721823453903,0.004807721823453903,0.004807721823453903,0.004807721823453903
261,"I'd really prefer just to wait until the brief, if that is ok.",0.006410287693142891,0.006410287693142891,0.006410287693142891,0.006410287693142891,0.006410287693142891,0.006410287693142891,0.006410287693142891,0.006410287693142891,0.006410287693142891,0.006410287693142891,0.006410287693142891,0.006410287693142891,0.006410287693142891,0.006410287693142891,0.006410287693142891,0.006410287693142891,0.006410287693142891,0.8397428393363953,0.006410287693142891,0.006410287693142891,0.006410287693142891,0.006410287693142891,0.006410287693142891,0.006410287693142891,0.006410287693142891,0.006410287693142891
262,"This mission has to happen, there are refugees that need these supplies and without your men we can't deliver them. Is there nothing we can do to work this out?",0.003205140819773078,0.003205140819773078,0.003205140819773078,0.003205140819773078,0.003205140819773078,0.003205140819773078,0.003205140819773078,0.003205140819773078,0.9198715090751648,0.003205140819773078,0.003205140819773078,0.003205140819773078,0.003205140819773078,0.003205140819773078,0.003205140819773078,0.003205140819773078,0.003205140819773078,0.003205140819773078,0.003205140819773078,0.003205140819773078,0.003205140819773078,0.003205140819773078,0.003205140819773078,0.003205140819773078,0.003205140819773078,0.003205140819773078
263,"What? But we have plenty of supplies, we need your men to help us, we can't do it without you since we are stretched so thin already.",0.002958595287054777,0.002958595287054777,0.002958595287054777,0.002958595287054777,0.002958595287054777,0.002958595287054777,0.002958595287054777,0.002958595287054777,0.002958595287054777,0.002958595287054777,0.002958595287054777,0.002958595287054777,0.002958595287054777,0.002958595287054777,0.002958595287054777,0.002958595287054777,0.002958595287054777,0.002958595287054777,0.9260351061820984,0.002958595287054777,0.002958595287054777,0.002958595287054777,0.002958595287054777,0.002958595287054777,0.002958595287054777,0.002958595287054777
264,What about the fellow who was here earlier? Can I talk to him? It seemed like you both were talking about this.,0.005494530312716961,0.005494530312716961,0.005494530312716961,0.005494530312716961,0.8626367449760437,0.005494530312716961,0.005494530312716961,0.005494530312716961,0.005494530312716961,0.005494530312716961,0.005494530312716961,0.005494530312716961,0.005494530312716961,0.005494530312716961,0.005494530312716961,0.005494530312716961,0.005494530312716961,0.005494530312716961,0.005494530312716961,0.005494530312716961,0.005494530312716961,0.005494530312716961,0.005494530312716961,0.005494530312716961,0.005494530312716961,0.005494530312716961
265,He couldn't make it today because he had unexpected business come up. I will be in charge in his absence.,0.004273517057299614,0.004273517057299614,0.004273517057299614,0.004273517057299614,0.004273517057299614,0.004273517057299614,0.004273517057299614,0.004273517057299614,0.004273517057299614,0.004273517057299614,0.004273517057299614,0.004273517057299614,0.004273517057299614,0.004273517057299614,0.004273517057299614,0.004273517057299614,0.004273517057299614,0.004273517057299614,0.004273517057299614,0.004273517057299614,0.004273517057299614,0.8931620717048645,0.004273517057299614,0.004273517057299614,0.004273517057299614,0.004273517057299614
266,Is it alright if this waits until the actual mission brief? I'm busy getting ready for it now.,0.004273516591638327,0.004273516591638327,0.004273516591638327,0.004273516591638327,0.004273516591638327,0.004273516591638327,0.004273516591638327,0.004273516591638327,0.004273516591638327,0.004273516591638327,0.004273516591638327,0.004273516591638327,0.004273516591638327,0.004273516591638327,0.004273516591638327,0.004273516591638327,0.8931621313095093,0.004273516591638327,0.004273516591638327,0.004273516591638327,0.004273516591638327,0.004273516591638327,0.004273516591638327,0.004273516591638327,0.004273516591638327,0.004273516591638327
267,Can I talk with you in private once questions are over?,0.009615418501198292,0.009615418501198292,0.009615418501198292,0.7596145272254944,0.009615418501198292,0.009615418501198292,0.009615418501198292,0.009615418501198292,0.009615418501198292,0.009615418501198292,0.009615418501198292,0.009615418501198292,0.009615418501198292,0.009615418501198292,0.009615418501198292,0.009615418501198292,0.009615418501198292,0.009615418501198292,0.009615418501198292,0.009615418501198292,0.009615418501198292,0.009615418501198292,0.009615418501198292,0.009615418501198292,0.009615418501198292,0.009615418501198292
268,"Well, I wanted to come over and share some of what we are planning for the mission and try and collaborate more closely since I just found out your plane was delayed.",0.0029585938900709152,0.0029585938900709152,0.0029585938900709152,0.0029585938900709152,0.0029585938900709152,0.0029585938900709152,0.0029585938900709152,0.0029585938900709152,0.0029585938900709152,0.0029585938900709152,0.0029585938900709152,0.0029585938900709152,0.0029585938900709152,0.0029585938900709152,0.0029585938900709152,0.0029585938900709152,0.0029585938900709152,0.0029585938900709152,0.0029585938900709152,0.0029585938900709152,0.0029585938900709152,0.0029585938900709152,0.0029585938900709152,0.9260351657867432,0.0029585938900709152,0.0029585938900709152
269,"Well, I wanted to come over and share some of what we are planning for the mission and try and collaborate more closely since I just found out your plane was delayed.",0.002958593424409628,0.002958593424409628,0.002958593424409628,0.002958593424409628,0.002958593424409628,0.002958593424409628,0.002958593424409628,0.002958593424409628,0.002958593424409628,0.002958593424409628,0.002958593424409628,0.002958593424409628,0.002958593424409628,0.002958593424409628,0.002958593424409628,0.002958593424409628,0.002958593424409628,0.002958593424409628,0.002958593424409628,0.002958593424409628,0.002958593424409628,0.002958593424409628,0.002958593424409628,0.9260351657867432,0.002958593424409628,0.002958593424409628
270,"I appreciate you looking out for your team, but you will get all of it soon when we have the brief this afternoon. ",0.00480771204456687,0.00480771204456687,0.00480771204456687,0.00480771204456687,0.00480771204456687,0.00480771204456687,0.00480771204456687,0.00480771204456687,0.00480771204456687,0.00480771204456687,0.00480771204456687,0.00480771204456687,0.00480771204456687,0.00480771204456687,0.00480771204456687,0.8798072338104248,0.00480771204456687,0.00480771204456687,0.00480771204456687,0.00480771204456687,0.00480771204456687,0.00480771204456687,0.00480771204456687,0.00480771204456687,0.00480771204456687,0.00480771204456687
271,Is it alright if this waits until the actual mission brief? I'm busy getting ready for it now.,0.004273516591638327,0.004273516591638327,0.004273516591638327,0.004273516591638327,0.004273516591638327,0.004273516591638327,0.004273516591638327,0.004273516591638327,0.004273516591638327,0.004273516591638327,0.004273516591638327,0.004273516591638327,0.004273516591638327,0.004273516591638327,0.004273516591638327,0.004273516591638327,0.8931621313095093,0.004273516591638327,0.004273516591638327,0.004273516591638327,0.004273516591638327,0.004273516591638327,0.004273516591638327,0.004273516591638327,0.004273516591638327,0.004273516591638327
272,There has to be a way. What was name of the man you were talking to? If he is in your chain of command I'd like to talk to him.,0.004807721823453903,0.004807721823453903,0.004807721823453903,0.004807721823453903,0.004807721823453903,0.004807721823453903,0.004807721823453903,0.004807721823453903,0.004807721823453903,0.004807721823453903,0.004807721823453903,0.004807721823453903,0.8798069953918457,0.004807721823453903,0.004807721823453903,0.004807721823453903,0.004807721823453903,0.004807721823453903,0.004807721823453903,0.004807721823453903,0.004807721823453903,0.004807721823453903,0.004807721823453903,0.004807721823453903,0.004807721823453903,0.004807721823453903
